Country,AnalysisType,CandidateTreatmentYear,Year,Gap,RMSPE_Pre,RMSPE_Post,RMSPE_Ratio
NZ,placebo,2003,2014,6071.470153424729,1016.1896820230004,4308.267146771359,4.239628902937282
NZ,placebo,2003,2015,7859.438048317723,1016.1896820230004,4308.267146771359,4.239628902937282
NZ,placebo,2003,2016,7461.791570299385,1016.1896820230004,4308.267146771359,4.239628902937282
NZ,placebo,2003,2017,5770.973584694606,1016.1896820230004,4308.267146771359,4.239628902937282
NZ,placebo,2003,2018,5799.06845219095,1016.1896820230004,4308.267146771359,4.239628902937282
NZ,placebo,2003,2019,4838.097244945122,1016.1896820230004,4308.267146771359,4.239628902937282
NZ,placebo,2003,2020,5086.406057367858,1016.1896820230004,4308.267146771359,4.239628902937282
NZ,placebo,2003,2021,3435.9251916085705,1016.1896820230004,4308.267146771359,4.239628902937282
NZ,placebo,2003,2022,4108.903157348337,1016.1896820230004,4308.267146771359,4.239628902937282
NZ,placebo,2003,2023,4942.6137168876885,1016.1896820230004,4308.267146771359,4.239628902937282
NZ,placebo,2004,2004,913.5700669193866,893.8014148086919,2886.474038610231,3.2294355220147515
NZ,placebo,2004,2005,1661.6419874274216,893.8014148086919,2886.474038610231,3.2294355220147515
NZ,placebo,2004,2006,1544.88896344573,893.8014148086919,2886.474038610231,3.2294355220147515
NZ,placebo,2004,2007,725.1543943142751,893.8014148086919,2886.474038610231,3.2294355220147515
NZ,placebo,2004,2008,634.5759435727887,893.8014148086919,2886.474038610231,3.2294355220147515
NZ,placebo,2004,2009,205.5958062206846,893.8014148086919,2886.474038610231,3.2294355220147515
NZ,placebo,2004,2010,1141.3694141375163,893.8014148086919,2886.474038610231,3.2294355220147515
NZ,placebo,2004,2011,1699.818566801383,893.8014148086919,2886.474038610231,3.2294355220147515
NZ,placebo,2004,2012,2410.517367985951,893.8014148086919,2886.474038610231,3.2294355220147515
NZ,placebo,2004,2013,3907.32041851362,893.8014148086919,2886.474038610231,3.2294355220147515
NZ,placebo,2004,2014,4529.446823065475,893.8014148086919,2886.474038610231,3.2294355220147515
NZ,placebo,2004,2015,5555.991917568506,893.8014148086919,2886.474038610231,3.2294355220147515
NZ,placebo,2004,2016,4962.875775361987,893.8014148086919,2886.474038610231,3.2294355220147515
NZ,placebo,2004,2017,3227.618138130805,893.8014148086919,2886.474038610231,3.2294355220147515
NZ,placebo,2004,2018,3152.2634151459133,893.8014148086919,2886.474038610231,3.2294355220147515
NZ,placebo,2004,2019,2564.610805297736,893.8014148086919,2886.474038610231,3.2294355220147515
NZ,placebo,2004,2020,2978.4651043804843,893.8014148086919,2886.474038610231,3.2294355220147515
NZ,placebo,2004,2021,2048.1395432627032,893.8014148086919,2886.474038610231,3.2294355220147515
NZ,placebo,2004,2022,2901.1411676573916,893.8014148086919,2886.474038610231,3.2294355220147515
NZ,placebo,2004,2023,3159.4792555923486,893.8014148086919,2886.474038610231,3.2294355220147515
NZ,placebo,2005,2005,1520.6771063408232,867.1674525102449,2590.0882885334236,2.9868375260576605
NZ,placebo,2005,2006,1461.5499370462203,867.1674525102449,2590.0882885334236,2.9868375260576605
NZ,placebo,2005,2007,709.2336079920351,867.1674525102449,2590.0882885334236,2.9868375260576605
NZ,placebo,2005,2008,451.9974570751001,867.1674525102449,2590.0882885334236,2.9868375260576605
NZ,placebo,2005,2009,89.38297240450629,867.1674525102449,2590.0882885334236,2.9868375260576605
NZ,placebo,2005,2010,951.2774398889378,867.1674525102449,2590.0882885334236,2.9868375260576605
NZ,placebo,2005,2011,1581.5500947558467,867.1674525102449,2590.0882885334236,2.9868375260576605
NZ,placebo,2005,2012,2312.8207485330277,867.1674525102449,2590.0882885334236,2.9868375260576605
NZ,placebo,2005,2013,3540.303629635324,867.1674525102449,2590.0882885334236,2.9868375260576605
NZ,placebo,2005,2014,4184.71710491518,867.1674525102449,2590.0882885334236,2.9868375260576605
NZ,placebo,2005,2015,5034.328287457232,867.1674525102449,2590.0882885334236,2.9868375260576605
NZ,placebo,2005,2016,4377.413606434129,867.1674525102449,2590.0882885334236,2.9868375260576605
NZ,placebo,2005,2017,2591.896193521854,867.1674525102449,2590.0882885334236,2.9868375260576605
NZ,placebo,2005,2018,2498.37870482789,867.1674525102449,2590.0882885334236,2.9868375260576605
NZ,placebo,2005,2019,1956.7095425895313,867.1674525102449,2590.0882885334236,2.9868375260576605
NZ,placebo,2005,2020,2406.2733382938313,867.1674525102449,2590.0882885334236,2.9868375260576605
NZ,placebo,2005,2021,1597.2789116519052,867.1674525102449,2590.0882885334236,2.9868375260576605
NZ,placebo,2005,2022,2581.7023957648125,867.1674525102449,2590.0882885334236,2.9868375260576605
NZ,placebo,2005,2023,2682.5992547927017,867.1674525102449,2590.0882885334236,2.9868375260576605
NZ,placebo,2006,2006,1449.6578561699207,997.805134427339,2639.450464942861,2.645256447249789
NZ,placebo,2006,2007,770.3163735419294,997.805134427339,2639.450464942861,2.645256447249789
NZ,placebo,2006,2008,516.5307297035106,997.805134427339,2639.450464942861,2.645256447249789
