Year,TreatedGapPct,LowerBoundPct,UpperBoundPct,Country,Scenario,TreatmentYear,MSPEThreshold,Alpha,TreatedPreRMSPEPct,CriticalValue,NPlacebosRetained,RetainedPlacebos
2004,-0.28916622674269993,,,New Zealand,nz_fit_threshold_10x,2011,10.0,0.05,0.9965849939765836,10.37717268746743,12,Auckland;Wellington;Otago;Gisborne;Bay of Plenty;Southland;West Coast;Marlborough;Hawke's Bay;Manawatu-Whanganui;Tasman/Nelson;Waikato
2005,1.4807957955957993,,,New Zealand,nz_fit_threshold_10x,2011,10.0,0.05,0.9965849939765836,10.37717268746743,12,Auckland;Wellington;Otago;Gisborne;Bay of Plenty;Southland;West Coast;Marlborough;Hawke's Bay;Manawatu-Whanganui;Tasman/Nelson;Waikato
2006,-0.0843705532216104,,,New Zealand,nz_fit_threshold_10x,2011,10.0,0.05,0.9965849939765836,10.37717268746743,12,Auckland;Wellington;Otago;Gisborne;Bay of Plenty;Southland;West Coast;Marlborough;Hawke's Bay;Manawatu-Whanganui;Tasman/Nelson;Waikato
2007,0.9596523706751067,,,New Zealand,nz_fit_threshold_10x,2011,10.0,0.05,0.9965849939765836,10.37717268746743,12,Auckland;Wellington;Otago;Gisborne;Bay of Plenty;Southland;West Coast;Marlborough;Hawke's Bay;Manawatu-Whanganui;Tasman/Nelson;Waikato
2008,0.21000380044998718,,,New Zealand,nz_fit_threshold_10x,2011,10.0,0.05,0.9965849939765836,10.37717268746743,12,Auckland;Wellington;Otago;Gisborne;Bay of Plenty;Southland;West Coast;Marlborough;Hawke's Bay;Manawatu-Whanganui;Tasman/Nelson;Waikato
2009,-0.5346077676706451,,,New Zealand,nz_fit_threshold_10x,2011,10.0,0.05,0.9965849939765836,10.37717268746743,12,Auckland;Wellington;Otago;Gisborne;Bay of Plenty;Southland;West Coast;Marlborough;Hawke's Bay;Manawatu-Whanganui;Tasman/Nelson;Waikato
2010,0.48744521924164896,,,New Zealand,nz_fit_threshold_10x,2011,10.0,0.05,0.9965849939765836,10.37717268746743,12,Auckland;Wellington;Otago;Gisborne;Bay of Plenty;Southland;West Coast;Marlborough;Hawke's Bay;Manawatu-Whanganui;Tasman/Nelson;Waikato
2011,1.3219644007336262,-9.019770179500071,11.663698980967322,New Zealand,nz_fit_threshold_10x,2011,10.0,0.05,0.9965849939765836,10.37717268746743,12,Auckland;Wellington;Otago;Gisborne;Bay of Plenty;Southland;West Coast;Marlborough;Hawke's Bay;Manawatu-Whanganui;Tasman/Nelson;Waikato
2012,3.6121700122506053,-6.7295645679830915,13.953904592484301,New Zealand,nz_fit_threshold_10x,2011,10.0,0.05,0.9965849939765836,10.37717268746743,12,Auckland;Wellington;Otago;Gisborne;Bay of Plenty;Southland;West Coast;Marlborough;Hawke's Bay;Manawatu-Whanganui;Tasman/Nelson;Waikato
2013,7.6447437457937975,-2.696990834439899,17.986478326027495,New Zealand,nz_fit_threshold_10x,2011,10.0,0.05,0.9965849939765836,10.37717268746743,12,Auckland;Wellington;Otago;Gisborne;Bay of Plenty;Southland;West Coast;Marlborough;Hawke's Bay;Manawatu-Whanganui;Tasman/Nelson;Waikato
2014,11.967824904974893,1.626090324741197,22.309559485208588,New Zealand,nz_fit_threshold_10x,2011,10.0,0.05,0.9965849939765836,10.37717268746743,12,Auckland;Wellington;Otago;Gisborne;Bay of Plenty;Southland;West Coast;Marlborough;Hawke's Bay;Manawatu-Whanganui;Tasman/Nelson;Waikato
2015,13.665017789332746,3.323283209099049,24.006752369566442,New Zealand,nz_fit_threshold_10x,2011,10.0,0.05,0.9965849939765836,10.37717268746743,12,Auckland;Wellington;Otago;Gisborne;Bay of Plenty;Southland;West Coast;Marlborough;Hawke's Bay;Manawatu-Whanganui;Tasman/Nelson;Waikato
2016,12.502951367788375,2.161216787554679,22.84468594802207,New Zealand,nz_fit_threshold_10x,2011,10.0,0.05,0.9965849939765836,10.37717268746743,12,Auckland;Wellington;Otago;Gisborne;Bay of Plenty;Southland;West Coast;Marlborough;Hawke's Bay;Manawatu-Whanganui;Tasman/Nelson;Waikato
2017,7.72697411991101,-2.614760460322686,18.068708700144708,New Zealand,nz_fit_threshold_10x,2011,10.0,0.05,0.9965849939765836,10.37717268746743,12,Auckland;Wellington;Otago;Gisborne;Bay of Plenty;Southland;West Coast;Marlborough;Hawke's Bay;Manawatu-Whanganui;Tasman/Nelson;Waikato
2018,6.148804506599579,-4.192930073634117,16.490539086833277,New Zealand,nz_fit_threshold_10x,2011,10.0,0.05,0.9965849939765836,10.37717268746743,12,Auckland;Wellington;Otago;Gisborne;Bay of Plenty;Southland;West Coast;Marlborough;Hawke's Bay;Manawatu-Whanganui;Tasman/Nelson;Waikato
2019,5.413239874990467,-4.92849470524323,15.754974455224163,New Zealand,nz_fit_threshold_10x,2011,10.0,0.05,0.9965849939765836,10.37717268746743,12,Auckland;Wellington;Otago;Gisborne;Bay of Plenty;Southland;West Coast;Marlborough;Hawke's Bay;Manawatu-Whanganui;Tasman/Nelson;Waikato
2020,6.511386260912899,-3.8303483193207972,16.853120841146595,New Zealand,nz_fit_threshold_10x,2011,10.0,0.05,0.9965849939765836,10.37717268746743,12,Auckland;Wellington;Otago;Gisborne;Bay of Plenty;Southland;West Coast;Marlborough;Hawke's Bay;Manawatu-Whanganui;Tasman/Nelson;Waikato
2021,2.4293797550117846,-7.912354825221912,12.771114335245482,New Zealand,nz_fit_threshold_10x,2011,10.0,0.05,0.9965849939765836,10.37717268746743,12,Auckland;Wellington;Otago;Gisborne;Bay of Plenty;Southland;West Coast;Marlborough;Hawke's Bay;Manawatu-Whanganui;Tasman/Nelson;Waikato
2022,3.5422456697712783,-6.7994889104624185,13.883980250004974,New Zealand,nz_fit_threshold_10x,2011,10.0,0.05,0.9965849939765836,10.37717268746743,12,Auckland;Wellington;Otago;Gisborne;Bay of Plenty;Southland;West Coast;Marlborough;Hawke's Bay;Manawatu-Whanganui;Tasman/Nelson;Waikato
2023,3.569456678331978,-6.7722779019017185,13.911191258565674,New Zealand,nz_fit_threshold_10x,2011,10.0,0.05,0.9965849939765836,10.37717268746743,12,Auckland;Wellington;Otago;Gisborne;Bay of Plenty;Southland;West Coast;Marlborough;Hawke's Bay;Manawatu-Whanganui;Tasman/Nelson;Waikato
