outcome,avg_post_gap_percent,max_post_gap_percent,gap_2016_percent
gdp_per_capita,7.765684621352315,13.676096775293345,12.717422607832873
population,-3.596340848914683,-1.4302111302062026,-3.630981260994041
total_gdp,6.541037969160719,13.500433349057184,5.917947607643493
