Country,AnalysisType,CandidateTreatmentYear,Year,Gap,RMSPE_Pre,RMSPE_Post,RMSPE_Ratio
Chile,placebo,1991,2016,85407.07176188938,117601.9549609425,101147.44149585093,0.8600829937686293
Chile,placebo,1991,2017,16940.099925522693,117601.9549609425,101147.44149585093,0.8600829937686293
Chile,placebo,1991,2018,121246.06141211465,117601.9549609425,101147.44149585093,0.8600829937686293
Chile,placebo,1991,2019,65756.66329656355,117601.9549609425,101147.44149585093,0.8600829937686293
Chile,placebo,1991,2020,132607.43640200328,117601.9549609425,101147.44149585093,0.8600829937686293
Chile,placebo,1991,2021,117450.04895662516,117601.9549609425,101147.44149585093,0.8600829937686293
Chile,placebo,1991,2022,129184.91317641689,117601.9549609425,101147.44149585093,0.8600829937686293
Chile,placebo,1991,2023,96654.22404732741,117601.9549609425,101147.44149585093,0.8600829937686293
Chile,placebo,1992,1992,2956.394036119804,101451.36865514038,74210.1603459237,0.7314850586016572
Chile,placebo,1992,1993,4776.13712900551,101451.36865514038,74210.1603459237,0.7314850586016572
Chile,placebo,1992,1994,69487.93279779283,101451.36865514038,74210.1603459237,0.7314850586016572
Chile,placebo,1992,1995,98594.75814020983,101451.36865514038,74210.1603459237,0.7314850586016572
Chile,placebo,1992,1996,26357.0958178516,101451.36865514038,74210.1603459237,0.7314850586016572
Chile,placebo,1992,1997,-17285.478285270277,101451.36865514038,74210.1603459237,0.7314850586016572
Chile,placebo,1992,1998,-56545.83695919649,101451.36865514038,74210.1603459237,0.7314850586016572
Chile,placebo,1992,1999,-100181.76400814438,101451.36865514038,74210.1603459237,0.7314850586016572
Chile,placebo,1992,2000,-106813.06278729788,101451.36865514038,74210.1603459237,0.7314850586016572
Chile,placebo,1992,2001,-40790.9872799234,101451.36865514038,74210.1603459237,0.7314850586016572
Chile,placebo,1992,2002,-67281.64254363556,101451.36865514038,74210.1603459237,0.7314850586016572
Chile,placebo,1992,2003,-53646.26295907539,101451.36865514038,74210.1603459237,0.7314850586016572
Chile,placebo,1992,2004,-55878.03515608376,101451.36865514038,74210.1603459237,0.7314850586016572
Chile,placebo,1992,2005,17703.896075089928,101451.36865514038,74210.1603459237,0.7314850586016572
Chile,placebo,1992,2006,83277.47087678267,101451.36865514038,74210.1603459237,0.7314850586016572
Chile,placebo,1992,2007,-60388.65161728626,101451.36865514038,74210.1603459237,0.7314850586016572
Chile,placebo,1992,2008,-86493.18167333212,101451.36865514038,74210.1603459237,0.7314850586016572
Chile,placebo,1992,2009,-27350.310299648903,101451.36865514038,74210.1603459237,0.7314850586016572
Chile,placebo,1992,2010,-84722.06823409302,101451.36865514038,74210.1603459237,0.7314850586016572
Chile,placebo,1992,2011,-146310.57955273055,101451.36865514038,74210.1603459237,0.7314850586016572
Chile,placebo,1992,2012,-62359.27626371477,101451.36865514038,74210.1603459237,0.7314850586016572
Chile,placebo,1992,2013,-84375.99782518065,101451.36865514038,74210.1603459237,0.7314850586016572
Chile,placebo,1992,2014,-192319.04750125017,101451.36865514038,74210.1603459237,0.7314850586016572
Chile,placebo,1992,2015,20107.91965571372,101451.36865514038,74210.1603459237,0.7314850586016572
Chile,placebo,1992,2016,-351.4892542473972,101451.36865514038,74210.1603459237,0.7314850586016572
Chile,placebo,1992,2017,-112079.99083381565,101451.36865514038,74210.1603459237,0.7314850586016572
Chile,placebo,1992,2018,-33370.28535734583,101451.36865514038,74210.1603459237,0.7314850586016572
Chile,placebo,1992,2019,-111258.64675798966,101451.36865514038,74210.1603459237,0.7314850586016572
Chile,placebo,1992,2020,-6886.339491263963,101451.36865514038,74210.1603459237,0.7314850586016572
Chile,placebo,1992,2021,3748.3273237729445,101451.36865514038,74210.1603459237,0.7314850586016572
Chile,placebo,1992,2022,2287.6809031609446,101451.36865514038,74210.1603459237,0.7314850586016572
Chile,placebo,1992,2023,-39893.887262910604,101451.36865514038,74210.1603459237,0.7314850586016572
Chile,placebo,1993,1993,5493.722152084112,86054.88184596489,103743.29408484086,1.2055480393377054
Chile,placebo,1993,1994,70595.42581953411,86054.88184596489,103743.29408484086,1.2055480393377054
Chile,placebo,1993,1995,94726.37879016902,86054.88184596489,103743.29408484086,1.2055480393377054
Chile,placebo,1993,1996,18494.20546412631,86054.88184596489,103743.29408484086,1.2055480393377054
Chile,placebo,1993,1997,-32756.388425588142,86054.88184596489,103743.29408484086,1.2055480393377054
Chile,placebo,1993,1998,-73709.42609837023,86054.88184596489,103743.29408484086,1.2055480393377054
Chile,placebo,1993,1999,-114954.4774372559,86054.88184596489,103743.29408484086,1.2055480393377054
Chile,placebo,1993,2000,-123850.6889587515,86054.88184596489,103743.29408484086,1.2055480393377054
Chile,placebo,1993,2001,-60470.07536681811,86054.88184596489,103743.29408484086,1.2055480393377054
Chile,placebo,1993,2002,-86179.93115990539,86054.88184596489,103743.29408484086,1.2055480393377054
