Region,Sector correlation with treated
Tasman/Nelson,0.9530561965034157
Bay of Plenty,0.9500917204079047
Hawke's Bay,0.9295978799217126
Marlborough,0.8953180949371422
Waikato,0.8905717470510123
Northland,0.8868274049846013
Taranaki,0.8649398353536295
Otago,0.8412114671742491
Auckland,0.7999334238652157
Southland,0.7746717269726558
Manawatu-Whanganui,0.7490628457187571
Gisborne,0.7131561437730839
West Coast,0.6547122088334224
Wellington,0.44501352188511206
