Year,Region,Gross Domestic Product,GDP per capita,Population,Agriculture,Administrative and Support Services,Construction,Education and Training,Financial and Insurance Services,Food and beverage services,Health Care and Social Assistance,"Information Media, Telecommunications and Other Services",Manufacturing,"Professional, Scientific, and Technical Services",Public Administration and Safety,"Rental, Hiring and Real Estate Services",Retail Trade,"Transport, Postal and Warehousing",Wholesale Trade,Tertiary,regioncode,Tertiary Share
2000,Waikato,9224.0,25086.0,367700.0,0.10819601040763227,0.00997398091934085,0.05398959236773634,0.051929748482220296,0.022549869904596703,0.011925411968777104,0.05214657415437988,0.05203816131830009,0.1447311361665221,0.03675195143104944,0.028946227233304422,0.06396357328707719,0.045424978317432786,0.033933217692974846,0.03284908933217693,,3.0,
2000,Wellington,17223.0,39421.0,436900.0,0.008302850838994368,0.02148290077222319,0.034314579341578125,0.03535969343319979,0.091505544910875,0.010741450386111595,0.03872728328398072,0.12332346281135691,0.11014341287812808,0.11054984613598096,0.08935725483365267,0.040875573361203045,0.03274690820414562,0.03640480752482146,0.04412703942402601,,9.0,
2000,West Coast,695.0,21930.0,31700.0,0.10503597122302158,0.010071942446043165,0.04460431654676259,0.041726618705035974,0.02302158273381295,0.025899280575539568,0.05755395683453238,0.03884892086330935,0.1510791366906475,0.02014388489208633,0.033093525179856115,0.03884892086330935,0.053237410071942444,0.0618705035971223,0.017266187050359712,,12.0,
2001,Auckland,41705.0,34456.0,1210400.0,0.005179235103704592,0.02280302122047716,0.043639851336770175,0.037501498621268434,0.05865004196139552,0.011437477520680974,0.04435918954561803,0.0898453422850977,0.1630979498861048,0.08320345282340247,0.02479319026495624,0.06526795348279583,0.04817168205251169,0.047356432082484114,0.08349118810694162,,2.0,
2001,Bay of Plenty,6273.0,25478.0,246200.0,0.08369201339072214,0.013550135501355014,0.050534034752112225,0.0365056591742388,0.020086083213773313,0.013390722142515544,0.05164992826398852,0.03634624581539933,0.18189064243583614,0.0403315797863861,0.02550613741431532,0.06296827674159095,0.04893990116371752,0.060895903076677825,0.040012753068707156,,4.0,
2001,Canterbury,13794.0,27799.0,496200.0,0.07133536320139192,0.018776279541829782,0.046686965347252425,0.048209366391184574,0.028345657532260402,0.01703639263447876,0.058938668986515876,0.07003044802087864,0.16101203421777585,0.049659272147310425,0.03073800202986806,0.05437146585471944,0.048934319269247496,0.052486588371755835,0.050239234449760764,,13.0,
2001,Gisborne,1014.0,22147.0,45800.0,0.11637080867850098,0.011834319526627219,0.0641025641025641,0.05621301775147929,0.009861932938856016,0.011834319526627219,0.05917159763313609,0.03648915187376726,0.11834319526627218,0.03057199211045365,0.03451676528599606,0.06607495069033531,0.04930966469428008,0.05029585798816568,0.026627218934911243,,5.0,
2001,Hawke's Bay,3910.0,26528.0,147400.0,0.12506393861892584,0.01278772378516624,0.04168797953964194,0.0350383631713555,0.017135549872122763,0.009462915601023018,0.05012787723785166,0.02762148337595908,0.25191815856777494,0.03375959079283888,0.028132992327365727,0.052429667519181586,0.044501278772378514,0.049104859335038366,0.03554987212276215,,6.0,
2001,Manawatu-Whanganui,5437.0,23764.0,228800.0,0.11752804855618908,0.011771197351480595,0.04524553981975354,0.0750413831156888,0.023174544785727422,0.011771197351480595,0.062166636012506896,0.048004414199006806,0.11771197351480596,0.04193489056464962,0.06842008460548096,0.054257862791980874,0.05205076328857826,0.03384219238550671,0.03200294279933787,,8.0,
2001,Marlborough,1100.0,27092.0,40600.0,0.10636363636363637,0.006363636363636364,0.045454545454545456,0.03,0.014545454545454545,0.015454545454545455,0.038181818181818185,0.02909090909090909,0.2109090909090909,0.02,0.04454545454545455,0.06727272727272728,0.04363636363636364,0.04909090909090909,0.019090909090909092,,11.0,
2001,New Zealand,119839.0,30960.0,3870800.0,0.059446423952135785,0.017248141256185383,0.042882534066539274,0.04227338345613699,0.044977010822854,0.012566860537888334,0.04765560460284215,0.07446657598945251,0.15504134714074716,0.06338504159747661,0.03759210273783994,0.05600013351246255,0.0446098515508307,0.0442009696342593,0.05524912591059672,,,
2001,Northland,3171.0,21959.0,144400.0,0.14474929044465468,0.00914538000630716,0.04730368968779565,0.04383475244402397,0.020182907600126143,0.012929675181330811,0.059602649006622516,0.035635446231472724,0.14632608010091455,0.0315357931251971,0.026490066225165563,0.05802585935036266,0.04919583727530748,0.0413118889940082,0.03405865657521287,,1.0,
2001,Otago,4945.0,26259.0,,0.09383215369059657,0.013549039433771486,0.05237613751263903,0.08028311425682508,0.025480283114256826,0.02366026289180991,0.059453993933265926,0.06228513650151668,0.11385237613751265,0.03741152679474216,0.02891809908998989,0.05540950455005056,0.04812942366026289,0.043478260869565216,0.02487360970677452,,14.0,
2001,Southland,2948.0,31695.0,,0.19335142469470828,0.005766621438263229,0.03595658073270014,0.03188602442333786,0.01797829036635007,0.011533242876526458,0.0403663500678426,0.03629579375848033,0.20352781546811397,0.023405698778833108,0.022727272727272728,0.038331071913161464,0.04172320217096336,0.04816824966078698,0.033921302578018994,,15.0,
2001,Taranaki,4697.0,44227.0,106200.0,0.13093463913136044,0.007451564828614009,0.02533532041728763,0.02448371300830317,0.013199914839259102,0.005748350010645093,0.03087076857568661,0.019799872258888653,0.1965084096231637,0.02448371300830317,0.012774111134766872,0.028954651905471578,0.026399829678518203,0.022354694485842028,0.04130295933574622,,7.0,
2001,Tasman/Nelson,2184.0,25790.0,84700.0,0.06593406593406594,0.013736263736263736,0.05036630036630037,0.035256410256410256,0.019230769230769232,0.013278388278388278,0.04945054945054945,0.03983516483516483,0.17994505494505494,0.03891941391941392,0.02152014652014652,0.061813186813186816,0.04899267399267399,0.06501831501831502,0.03388278388278388,,10.0,
2001,Total North Island,94080.0,32036.0,2936700.0,0.05032950680272109,0.017835884353741498,0.04176232993197279,0.040093537414965984,0.05043579931972789,0.011181972789115646,0.04566326530612245,0.07861394557823129,0.1537096088435374,0.06947278911564626,0.03984906462585034,0.05672831632653061,0.04378188775510204,0.04230442176870748,0.05943877551020408,,,
2001,Total South Island,25758.0,27576.0,934100.0,0.09274788415249631,0.015102104200636695,0.04697569687087507,0.0502756425188291,0.025040764034474725,0.017625592049072134,0.05493438931594068,0.05932137588322075,0.15991148381085488,0.041191086264461524,0.029350104821802937,0.05334265082692756,0.047635686000465874,0.05116856898827549,0.03994875378523177,,,
2001,Waikato,10426.0,28300.0,368400.0,0.14214463840399003,0.008152695185114137,0.04575100709764052,0.04824477268367543,0.021388835603299444,0.01131785919815845,0.047765202378668714,0.05179359294072511,0.14550163053903703,0.03347400728946864,0.02743142144638404,0.058123920966813736,0.042010358718588145,0.034049491655476695,0.043928639938615004,,3.0,
2001,Wellington,17447.0,39733.0,439100.0,0.011119390153034906,0.020977818536138018,0.03278500601822663,0.035421562446265834,0.09285263942225025,0.011062073708947098,0.03989224508511492,0.13005101163523816,0.10712443400011464,0.10649395311514874,0.09216484209319654,0.041669054851836994,0.03318622112684129,0.03461913222903651,0.043445864618559066,,9.0,
2001,West Coast,788.0,25181.0,31300.0,0.13959390862944163,0.01015228426395939,0.050761421319796954,0.03680203045685279,0.02284263959390863,0.0266497461928934,0.04949238578680203,0.03553299492385787,0.14086294416243655,0.01903553299492386,0.031725888324873094,0.03553299492385787,0.046954314720812185,0.0532994923857868,0.024111675126903553,,12.0,
2002,Auckland,44888.0,36276.0,1237400.0,0.0052352521832115485,0.022945998930671896,0.04032258064516129,0.03680270896453395,0.05894671181607557,0.011339333452147568,0.0444885047228658,0.08977900552486189,0.16113437889859206,0.08637052218855819,0.024438602744608805,0.06652111923008376,0.050726252004990195,0.046203885225450006,0.08605863482445197,,2.0,
2002,Bay of Plenty,6693.0,26890.0,248900.0,0.0891976692066338,0.01553862244135664,0.05079934259674287,0.035559539817720004,0.021963245181532944,0.014044524129687734,0.052144031077244885,0.03854773644105782,0.17062602719258926,0.04437471985656656,0.02480203197370387,0.0600627521290901,0.05408635888241446,0.05976393246675631,0.04721350664873749,,4.0,
2002,Canterbury,14800.0,29500.0,501700.0,0.07290540540540541,0.019932432432432434,0.048175675675675676,0.046486486486486484,0.030608108108108108,0.017094594594594593,0.05716216216216216,0.06952702702702702,0.1587162162162162,0.051216216216216214,0.030810810810810812,0.05506756756756757,0.05202702702702703,0.05108108108108108,0.05283783783783784,,13.0,
2002,Gisborne,1058.0,23257.0,45500.0,0.1323251417769376,0.012287334593572778,0.057655954631379965,0.054820415879017016,0.011342155009451797,0.012287334593572778,0.06521739130434782,0.038752362948960305,0.1001890359168242,0.034026465028355386,0.035916824196597356,0.054820415879017016,0.05198487712665406,0.05954631379962193,0.027410207939508508,,5.0,
2002,Hawke's Bay,4165.0,28139.0,148000.0,0.12725090036014405,0.014645858343337335,0.042496998799519806,0.03361344537815126,0.018487394957983194,0.009603841536614645,0.049459783913565425,0.02857142857142857,0.2468187274909964,0.036494597839135653,0.02809123649459784,0.050900360144057626,0.047058823529411764,0.04633853541416567,0.03577430972388956,,6.0,
2002,Manawatu-Whanganui,5816.0,25543.0,227700.0,0.12482806052269602,0.011519944979367263,0.049174690508940855,0.06808803301237965,0.023555708390646492,0.01186382393397524,0.06138239339752407,0.04470426409903714,0.11932599724896836,0.0405777166437414,0.06705639614855571,0.05089408528198074,0.0562242090784044,0.03421595598349381,0.038342503438789546,,8.0,
2002,Marlborough,1218.0,29709.0,41000.0,0.11001642036124795,0.008210180623973728,0.047619047619047616,0.026272577996715927,0.015599343185550082,0.015599343185550082,0.03366174055829228,0.030377668308702793,0.21674876847290642,0.020525451559934318,0.04187192118226601,0.0665024630541872,0.047619047619047616,0.048440065681444995,0.019704433497536946,,11.0,
2002,New Zealand,128712.0,32873.0,3915400.0,0.06252719249176455,0.01803250668158369,0.0426067499533843,0.040454658462303436,0.04588538753185406,0.012663931878923488,0.047944247622599294,0.07411119398346697,0.15189725899683013,0.065463981602337,0.0372459444340854,0.05583783951768289,0.047625707004785876,0.043601218223631055,0.05774908322456337,,,
2002,Northland,3420.0,23539.0,145300.0,0.14912280701754385,0.008187134502923977,0.04649122807017544,0.0412280701754386,0.019005847953216373,0.013450292397660818,0.06198830409356725,0.03684210526315789,0.147953216374269,0.03245614035087719,0.026608187134502925,0.054385964912280704,0.052046783625730994,0.04093567251461988,0.03742690058479532,,1.0,
2002,Otago,5396.0,28447.0,,0.09303187546330616,0.016123054114158635,0.05800593031875463,0.0748702742772424,0.028354336545589325,0.02446256486286138,0.06022979985174203,0.06134173461823573,0.11527057079318014,0.037991104521868053,0.02872498146775389,0.055967383246849516,0.05263157894736842,0.04410674573758339,0.025018532246108227,,14.0,
2002,Southland,3182.0,34070.0,,0.21338780641106223,0.006285355122564425,0.04242614707730987,0.029226901319924576,0.018856065367693273,0.011942174732872407,0.04022627278441232,0.038654934003771214,0.17850408548082966,0.023884349465744813,0.02294154619736015,0.03928346951602765,0.04336895034569453,0.05091137649277184,0.036769327467001886,,15.0,
2002,Taranaki,4801.0,45334.0,105900.0,0.15059362632784837,0.010206207040199958,0.02770256196625703,0.023328473234742762,0.013122266194542804,0.005832118308685691,0.03353468027494272,0.023120183295146843,0.17204749010622786,0.028119141845448864,0.013330556134138721,0.028744011664236617,0.029785461362216204,0.023328473234742762,0.04290772755675901,,7.0,
2002,Tasman/Nelson,2380.0,27742.0,85800.0,0.07016806722689076,0.013445378151260505,0.053361344537815124,0.03235294117647059,0.019747899159663865,0.013445378151260505,0.05168067226890756,0.04159663865546218,0.17605042016806724,0.040336134453781515,0.020588235294117647,0.06050420168067227,0.052521008403361345,0.0680672268907563,0.034453781512605045,,10.0,
2002,Total North Island,100906.0,33943.0,2972800.0,0.05311874417774959,0.01851227875448437,0.040602144570194044,0.038491269101936454,0.051057419776821995,0.011198541216577805,0.046201415178482946,0.07823122510058866,0.1511307553564704,0.07184904762848592,0.03945255980813827,0.056408935048460944,0.046716746278714846,0.041533704635997856,0.06217667928567181,,,
2002,Total South Island,27807.0,29497.0,942700.0,0.09666630704498867,0.016290862013162155,0.04987952673787176,0.047577947998705364,0.027115474520804116,0.017981083899737477,0.0542669112094077,0.05919372819793577,0.15467328370554176,0.04229150933218254,0.029201280253173662,0.05372747869241558,0.05092242960405653,0.051102240443053906,0.04164419031179199,,,
2002,Waikato,11366.0,30637.0,371000.0,0.14789723737462607,0.008270279781805384,0.045926447298961816,0.045662502199542494,0.021291571353158543,0.011173675875417913,0.04821397149392926,0.04935773359141299,0.14877705437269048,0.035896533521027625,0.02692240014077072,0.05446067218018652,0.045046630300897415,0.03448882632412458,0.05023755058947739,,3.0,
2002,Wellington,18698.0,42198.0,443100.0,0.011659000962669804,0.02267622205583485,0.03267729168895069,0.033532998181623704,0.09428815916140763,0.010963739437372982,0.04080650336934431,0.12766071237565516,0.10824687132313617,0.10685634827254252,0.09161407637180446,0.0425713980104824,0.03551181944593004,0.03305166327949513,0.04219702641993796,,9.0,
2002,West Coast,830.0,26677.0,31100.0,0.1530120481927711,0.012048192771084338,0.05060240963855422,0.033734939759036145,0.02650602409638554,0.03132530120481928,0.05421686746987952,0.033734939759036145,0.09397590361445783,0.01927710843373494,0.033734939759036145,0.033734939759036145,0.04939759036144578,0.05421686746987952,0.021686746987951807,,12.0,
2003,Auckland,49260.0,38566.0,1277300.0,0.003451075923670321,0.022878603329273245,0.03958587088915956,0.0379415347137637,0.06075923670320747,0.010353227771010963,0.043300852618757615,0.08989037758830694,0.16248477466504263,0.08572878603329273,0.023020706455542023,0.06969143321153065,0.050893219650832315,0.04614291514413317,0.08449045879009338,,2.0,
2003,Bay of Plenty,6893.0,27245.0,253000.0,0.06716959234005512,0.017408965617292906,0.054983316407950095,0.0365588277963151,0.023792253010300305,0.013491948353402002,0.05802988539097635,0.04105614391411577,0.1653851733642826,0.04743943130712317,0.025243000145074714,0.06020600609313797,0.05948063252575076,0.06397794864355143,0.04120121862759321,,4.0,
2003,Canterbury,15794.0,30895.0,511200.0,0.05628719767000127,0.022223629226288465,0.050335570469798654,0.04501709509940484,0.033620362162846654,0.015638850196277067,0.05660377358490566,0.07091300493858427,0.16278333544383944,0.050398885652779536,0.0298847663669748,0.05774344687856148,0.05495757882740281,0.05255160187412942,0.05172850449537799,,13.0,
2003,Gisborne,1085.0,23740.0,45700.0,0.10783410138248847,0.012903225806451613,0.060829493087557605,0.052534562211981564,0.012903225806451613,0.011059907834101382,0.06543778801843318,0.03963133640552995,0.11981566820276497,0.03686635944700461,0.03686635944700461,0.054377880184331796,0.055299539170506916,0.06175115207373272,0.02488479262672811,,5.0,
2003,Hawke's Bay,4401.0,29538.0,149000.0,0.10724835264712565,0.01545103385594183,0.0461258804817087,0.03317427857305158,0.018859350147693705,0.009316064530788457,0.050443081117927745,0.029765962281299706,0.25971370143149286,0.04271756418995683,0.02794819359236537,0.04794364917064303,0.049988638945694164,0.043626448534423996,0.032492615314701205,,6.0,
2003,Manawatu-Whanganui,5848.0,25604.0,228400.0,0.08413132694938441,0.013679890560875513,0.0560875512995896,0.06857045143638851,0.02445280437756498,0.01179890560875513,0.06275649794801641,0.04839261285909713,0.12294801641586867,0.04326265389876881,0.06959644322845417,0.050102599179206564,0.06173050615595075,0.038132694938440494,0.0377906976744186,,8.0,
2003,Marlborough,1249.0,30091.0,41500.0,0.07926341072858287,0.008006405124099279,0.055244195356285025,0.02642113690952762,0.018414731785428344,0.016012810248198558,0.040032025620496396,0.03362690152121697,0.22578062449959968,0.021617293835068056,0.04083266613290633,0.05604483586869496,0.05044035228182546,0.05204163330664532,0.017614091273018415,,11.0,
2003,New Zealand,135181.0,33883.0,3989600.0,0.04253556342977194,0.01888579016281874,0.044777002685288614,0.04107825803922149,0.04756585614842322,0.01202831758901029,0.048719864477996165,0.07708183842403889,0.15551741738853833,0.067280165111961,0.037275948543064485,0.058114675879006664,0.05049526190810839,0.045339211871490814,0.05369837477160252,,,
2003,Northland,3317.0,22566.0,147000.0,0.10069339764847754,0.00964727163099186,0.054265902924329215,0.04431715405486886,0.021706361169731684,0.014169430208019295,0.06572203798613205,0.0416038589086524,0.14772384684956286,0.03768465480856195,0.02954476936991257,0.0621043111245101,0.059692493216762135,0.04763340367802231,0.022309315646668677,,1.0,
2003,Otago,5755.0,29925.0,,0.06446568201563857,0.01894005212858384,0.05994787141615986,0.07158992180712424,0.03214596003475239,0.023631624674196352,0.06012163336229366,0.06429192006950478,0.12980017376194614,0.040312771503040835,0.02728062554300608,0.054039965247610774,0.05647263249348393,0.046394439617723715,0.024500434404865334,,14.0,
2003,Southland,3102.0,33032.0,,0.15119277885235333,0.008059316569954868,0.04996776273372018,0.02933591231463572,0.02256608639587363,0.012572533849129593,0.04513217279174726,0.0425531914893617,0.18375241779497098,0.02611218568665377,0.024500322372662798,0.04094132817537073,0.05125725338491296,0.056415215989684075,0.030625402965828497,,15.0,
2003,Taranaki,4672.0,43953.0,106300.0,0.09053938356164383,0.010702054794520547,0.031035958904109588,0.02440068493150685,0.015410958904109588,0.0062071917808219175,0.03617294520547945,0.023972602739726026,0.1898544520547945,0.0331763698630137,0.013912671232876712,0.030179794520547944,0.0351027397260274,0.027611301369863013,0.012628424657534247,,7.0,
2003,Tasman/Nelson,2475.0,28416.0,87100.0,0.05898989898989899,0.01292929292929293,0.05858585858585859,0.03434343434343434,0.02181818181818182,0.013333333333333334,0.05292929292929293,0.04323232323232323,0.16484848484848486,0.044444444444444446,0.02181818181818182,0.06787878787878789,0.05656565656565657,0.0703030303030303,0.029494949494949494,,10.0,
2003,Total North Island,106006.0,34958.0,3032400.0,0.03488481784049959,0.01901779144576722,0.04243156047770881,0.03954493141897628,0.05231779333245288,0.010612606833575459,0.0469313057751448,0.08130671848763278,0.1543025866460389,0.0738637435616852,0.03962983227364489,0.05883629228534234,0.049317963134162215,0.0430824670301681,0.05752504575212724,,,
2003,Total South Island,29175.0,30476.0,957300.0,0.07036846615252786,0.01840616966580977,0.05329905741216795,0.04661525278491859,0.030299914310197087,0.01717223650385604,0.055218508997429305,0.061730934018851755,0.1599657240788346,0.04335904027420737,0.028688946015424165,0.055492716366752355,0.05480719794344473,0.05353898886032562,0.03979434447300771,,,
2003,Waikato,10957.0,29103.0,376500.0,0.09884092361047732,0.00958291503148672,0.05530710961029479,0.04937482887651729,0.02555444008396459,0.011499498037784064,0.05348179246144018,0.05722369261659213,0.14292233275531624,0.04243862371086976,0.029113808524231084,0.057406224331477594,0.05229533631468468,0.04006571141735877,0.03203431596239847,,3.0,
2003,Wellington,19573.0,43572.0,449200.0,0.007357073519644408,0.021407040310631995,0.03274919532008379,0.033975374240024524,0.0881316098707403,0.01011597608951106,0.04133244775966893,0.1315076891636438,0.11643590660603893,0.10494047923159454,0.09410923210545138,0.043478260869565216,0.03750063863485414,0.032953558473407245,0.03969754253308128,,9.0,
2003,West Coast,801.0,25599.0,31300.0,0.0986267166042447,0.01373283395755306,0.05742821473158552,0.03495630461922597,0.026217228464419477,0.03245942571785269,0.062421972534332085,0.03870162297128589,0.10986267166042447,0.024968789013732832,0.03495630461922597,0.039950062421972535,0.056179775280898875,0.062421972534332085,0.017478152309612985,,12.0,
2004,Auckland,53178.0,40507.0,1312800.0,0.003290834555643311,0.02312986573395013,0.04202865846778743,0.03868140960547595,0.06459438113505585,0.010850351649178231,0.043363797058934145,0.09033810974463125,0.15560946255970515,0.08559930798450487,0.022810184662830493,0.06920154951295648,0.04938132310353906,0.046560607770130505,0.08373763586445522,,2.0,
2004,Bay of Plenty,7332.0,28506.0,257200.0,0.07105837424986361,0.018548827059465357,0.05564648117839607,0.037779596290234585,0.025504637206764866,0.01486633933442444,0.05973813420621931,0.04091653027823241,0.14579923622476815,0.049236224768139665,0.025504637206764866,0.0651936715766503,0.059601745771958536,0.0630114566284779,0.04187124931805783,,4.0,
2004,Canterbury,17064.0,32739.0,521200.0,0.05291842475386779,0.021038443506797937,0.05379746835443038,0.044831223628691984,0.03656821378340366,0.01629160806375996,0.0586615096108767,0.06950304735114862,0.15576652601969057,0.051629160806375994,0.02988748241912799,0.0603609939052977,0.05368026254102203,0.05186357243319269,0.050750117205813405,,13.0,
2004,Gisborne,1098.0,23923.0,45900.0,0.11202185792349727,0.012750455373406194,0.06830601092896176,0.056466302367941715,0.01366120218579235,0.012750455373406194,0.06830601092896176,0.04189435336976321,0.10746812386156648,0.03460837887067395,0.04007285974499089,0.0610200364298725,0.05919854280510018,0.05919854280510018,0.025500910746812388,,5.0,
2004,Hawke's Bay,4702.0,31346.0,150000.0,0.10591237771161208,0.015737983836665248,0.04657592513823905,0.033815397703105064,0.021480221182475542,0.009995746490854955,0.05019140791152701,0.031263292216078264,0.24819225861335603,0.04104636324968099,0.0270097830710336,0.05082943428328371,0.049978732454274775,0.043598468736707786,0.033390046788600594,,6.0,
2004,Manawatu-Whanganui,6224.0,27168.0,229100.0,0.08049485861182519,0.013174807197943445,0.055109254498714656,0.07005141388174807,0.02602827763496144,0.01237146529562982,0.06523136246786633,0.049003856041131104,0.11825192802056556,0.045469151670951155,0.0676413881748072,0.052859897172236506,0.0612146529562982,0.037917737789203085,0.03872107969151671,,8.0,
2004,Marlborough,1374.0,32558.0,42200.0,0.09606986899563319,0.008005822416302766,0.05749636098981077,0.026200873362445413,0.019650655021834062,0.016739446870451237,0.03711790393013101,0.03420669577874818,0.2052401746724891,0.021834061135371178,0.036390101892285295,0.06331877729257641,0.05021834061135371,0.05167394468704512,0.020378457059679767,,11.0,
2004,New Zealand,144502.0,35586.0,4060600.0,0.04325891683160095,0.01891323303483689,0.04709969412188066,0.04182641070711824,0.05044220841234032,0.012830272245366847,0.04979169838479744,0.07660793622233603,0.14718135389129564,0.06693332964249629,0.03674689623673029,0.05979848029785055,0.04984014062089106,0.04557722384465267,0.054891973813511234,,,
2004,Northland,3570.0,23990.0,148800.0,0.10420168067226891,0.010924369747899159,0.05854341736694678,0.04453781512605042,0.024089635854341738,0.015126050420168067,0.06918767507002802,0.04061624649859944,0.13753501400560225,0.033893557422969185,0.028011204481792718,0.06750700280112044,0.05994397759103642,0.0515406162464986,0.02773109243697479,,1.0,
2004,Otago,6171.0,31679.0,,0.05914762599254578,0.02025603629881705,0.06222654350996597,0.0708151029006644,0.031113271754982984,0.025603629881704747,0.061902446929184896,0.06579160589855777,0.11764705882352941,0.041808458920758386,0.02738616107600065,0.05817533625020256,0.05639280505590666,0.048452438826770375,0.02365905039701831,,14.0,
