year,region_name,gdp_cap,population,ed_superior,ed_superior_cap,agropecuario,pesca,mineria,industria_m,electricidad,construccion,comercio,transporte,servicios_financieros,vivienda,personales,publica,id,growth_rate
2005,IX De La Araucanía,1471543.159,,25452.0,,0.112269762,0.000104608,0.004430103,0.154572275,0.019493625,0.100515651,0.092881476,0.092648121,0.093149945,0.081017636,0.190842649,0.08088011,10.0,
2006,IX De La Araucanía,1527213.466,,26980.0,,0.112952636,0.000286966,0.003973307,0.16556057,0.019774538,0.097212371,0.092138104,0.091212123,0.09635884,0.079767884,0.183148757,0.078355516,10.0,
2007,IX De La Araucanía,1605685.193,,26608.0,,0.106618427,0.00025951,0.003920313,0.174158206,0.01466429,0.108329612,0.090235048,0.09080676,0.102191608,0.077859583,0.175863463,0.077440678,10.0,
2008,IX De La Araucanía,1623571.163,953835.0,28756.0,0.030147772,0.104573817,0.000486885,0.004276714,0.167004925,0.014504536,0.105546942,0.091874115,0.093028046,0.104883771,0.078868334,0.180138562,0.077678887,10.0,
2009,IX De La Araucanía,1563998.254,962120.0,35729.0,0.0371357,0.09729896,0.000243894,0.004786829,0.147247324,0.013703901,0.101891073,0.091785102,0.098455296,0.106202741,0.083751896,0.194225767,0.082901258,10.0,
2010,IX De La Araucanía,1634268.29,970419.0,39354.0,0.040553617,,,,,,,,,,,,,10.0,
2011,IX De La Araucanía,1799076.859,978402.0,43555.0,0.044516467,,,,,,,,,,,,,10.0,
2012,IX De La Araucanía,1854076.071,986397.0,46660.0,0.047303469,,,,,,,,,,,,,10.0,
2013,IX De La Araucanía,2020956.047,994380.0,50304.0,0.050588306,,,,,,,,,,,,,10.0,
2014,IX De La Araucanía,2142243.554,1002367.0,52608.0,0.052483771,,,,,,,,,,,,,10.0,
2015,IX De La Araucanía,2377549.618,,53883.0,,,,,,,,,,,,,,10.0,
2016,IX De La Araucanía,2489496.4688172657,,,,,,,,,,,,,,,,,4.708496931872053
2017,IX De La Araucanía,2523517.0410176697,,,,,,,,,,,,,,,,,1.366564388684055
2018,IX De La Araucanía,2609475.9908269737,,,,,,,,,,,,,,,,,3.4063154086979797
2019,IX De La Araucanía,2641537.931390553,,,,,,,,,,,,,,,,,1.2286735220513822
2020,IX De La Araucanía,2502076.0105116186,,,,,,,,,,,,,,,,,-5.27957290416492
2021,IX De La Araucanía,2798488.4441522066,,,,,,,,,,,,,,,,,11.846659829490092
2022,IX De La Araucanía,2905083.506149351,,,,,,,,,,,,,,,,,3.8090227679834943
2023,IX De La Araucanía,2918184.106539871,,,,,,,,,,,,,,,,,0.4509543482240419
1985,RMS Región Metropolitana de Santiago,1611982.214,,,,0.014844796,5.99e-05,0.012791293,0.207740563,0.02796244,0.065404678,0.125382879,0.068504599,0.235167238,0.141437592,0.197335683,0.086667755,6.0,
1986,RMS Región Metropolitana de Santiago,1700602.393,,,,0.014503181,7.44e-05,0.011544505,0.217778453,0.026203569,0.067060341,0.124605516,0.069103814,0.237236331,0.133073991,0.196222587,0.082336493,6.0,
1987,RMS Región Metropolitana de Santiago,1802065.931,,,,0.01386655,6.59e-05,0.011337673,0.220526414,0.024972274,0.070610998,0.128459182,0.069975454,0.236614439,0.124587531,0.189601158,0.074552669,6.0,
1988,RMS Región Metropolitana de Santiago,1886760.155,,,,0.014423266,7.93e-05,0.012963213,0.224335595,0.023418407,0.077191805,0.126321209,0.071111628,0.24056221,0.118521415,0.186635537,0.069279879,6.0,
1989,RMS Región Metropolitana de Santiago,2062104.762,,,,0.014230213,9.18e-05,0.011501647,0.224875147,0.022523209,0.074357486,0.133369106,0.071632111,0.244755904,0.108373645,0.174188508,0.062654334,6.0,
1990,RMS Región Metropolitana de Santiago,2074566.289,,,,0.015278012,0.000114798,0.011936334,0.224007189,0.020717473,0.079103446,0.133712797,0.074771945,0.240132342,0.107453303,0.171920726,0.060774589,6.0,
1991,RMS Región Metropolitana de Santiago,2230953.495,,,,0.014981056,8.28e-05,0.012620529,0.217509169,0.021814325,0.077740644,0.134943586,0.074870218,0.25125591,0.100271717,0.162935174,0.056992083,6.0,
1992,RMS Región Metropolitana de Santiago,2498846.548,,,,0.014003836,9.17e-05,0.012819009,0.214556204,0.025961585,0.084152033,0.140650431,0.0766401,0.243670666,0.08968653,0.153936689,0.051109782,6.0,
1993,RMS Región Metropolitana de Santiago,2653234.068,,,,0.012874051,7.65e-05,0.013132765,0.215793472,0.023821203,0.09505239,0.140424654,0.077564072,0.240980524,0.085786276,0.147457331,0.049197979,6.0,
1994,RMS Región Metropolitana de Santiago,2682646.165,,,,0.012855099,9.91e-05,0.013838383,0.213817716,0.025228672,0.076673314,0.139770655,0.080225394,0.2498698,0.086212331,0.148595179,0.047866963,6.0,
1995,RMS Región Metropolitana de Santiago,2919796.177,,,,0.011830861,8.94e-05,0.012697108,0.21081494,0.023790054,0.082658694,0.144912674,0.082984703,0.246260442,0.080389556,0.138997051,0.044233302,6.0,
1996,RMS Región Metropolitana de Santiago,3066996.105,,,,0.01159069,1.25e-05,0.011232267,0.208131817,0.018122657,0.079559043,0.149555867,0.084861602,0.246056398,0.077791805,0.139098143,0.041671565,6.0,
1997,RMS Región Metropolitana de Santiago,3263412.132,,,,0.010654718,5.06e-06,0.010465019,0.202893719,0.017064265,0.07829917,0.148111647,0.090164856,0.243842768,0.074844143,0.136395847,0.038721671,6.0,
1998,RMS Región Metropolitana de Santiago,3260828.819,,,,0.010570506,2.13e-06,0.010749862,0.187855012,0.021590875,0.070127894,0.150228621,0.094931178,0.256525863,0.076391301,0.139774042,0.038296037,6.0,
1999,RMS Región Metropolitana de Santiago,3147376.505,,,,0.010647301,4.07e-07,0.011148857,0.189357381,0.019048515,0.060089747,0.146102947,0.099151188,0.259242983,0.080351032,0.145432472,0.039253644,6.0,
2000,RMS Región Metropolitana de Santiago,3248192.088,,,,0.010799736,0.0,0.010815761,0.18989313,0.019556057,0.061565618,0.145623414,0.100571116,0.260990944,0.078442333,0.143849437,0.037927851,6.0,
2001,RMS Región Metropolitana de Santiago,3292347.907,,,,0.011201708,0.0,0.010517934,0.180418342,0.019213929,0.06168407,0.14598381,0.107618481,0.267092796,0.078158327,0.143494608,0.037543836,6.0,
2002,RMS Región Metropolitana de Santiago,3324264.18,,,,0.01155063,0.0,0.010460223,0.176712321,0.019133856,0.062905682,0.143322693,0.110551424,0.270534555,0.078260357,0.143327013,0.037635416,6.0,
2003,RMS Región Metropolitana de Santiago,3405983.454,,,,0.011878804,0.0,0.010480304,0.173445739,0.019594306,0.067537994,0.143360335,0.113280167,0.268726835,0.077170222,0.141432125,0.037140424,6.0,
2004,RMS Región Metropolitana de Santiago,3574594.438,,,,0.01154736,0.0,0.010465624,0.172803449,0.019055474,0.072209044,0.146772292,0.112140986,0.274216729,0.074666099,0.137685276,0.035637104,6.0,
2005,RMS Región Metropolitana de Santiago,3740580.061,,313985.0,,0.011540862,0.0,0.009860313,0.172655645,0.017640555,0.070459356,0.15173114,0.115208086,0.280969943,0.072965115,0.135028838,0.035119904,6.0,
2006,RMS Región Metropolitana de Santiago,3861890.197,,331011.0,,0.0114117,0.0,0.009368758,0.170926365,0.017387288,0.067603133,0.156073973,0.121806802,0.280373609,0.072213062,0.133748722,0.034978636,6.0,
2007,RMS Región Metropolitana de Santiago,4045498.218,,352830.0,,0.010779149,0.0,0.008992046,0.171532641,0.010913429,0.068720947,0.156165691,0.128511304,0.289327327,0.070743437,0.13348584,0.034297924,6.0,
2008,RMS Región Metropolitana de Santiago,4166358.888,6745651.0,368789.0,0.054670631,0.011823886,0.0,0.007375359,0.169001042,0.009330291,0.069545124,0.157417826,0.13408274,0.286498539,0.070381422,0.134458014,0.033719859,6.0,
2009,RMS Región Metropolitana de Santiago,4057539.734,6814630.0,392296.0,0.057566735,0.012090827,0.0,0.006996187,0.159560838,0.010442365,0.06536979,0.154300705,0.140732479,0.287169349,0.07392482,0.140068263,0.036115341,6.0,
2010,RMS Región Metropolitana de Santiago,4259844.647,6883563.0,432261.0,0.062796113,,,,,,,,,,,,,6.0,
2011,RMS Región Metropolitana de Santiago,4669606.681,6945593.0,471689.0,0.067911984,,,,,,,,,,,,,6.0,
2012,RMS Región Metropolitana de Santiago,5105075.358,7007620.0,491949.0,0.070202009,,,,,,,,,,,,,6.0,
2013,RMS Región Metropolitana de Santiago,5479865.188,7069645.0,511716.0,0.072382135,,,,,,,,,,,,,6.0,
2014,RMS Región Metropolitana de Santiago,5754100.011,7131682.0,529671.0,0.074270137,,,,,,,,,,,,,6.0,
2015,RMS Región Metropolitana de Santiago,6235134.091,,540446.0,,,,,,,,,,,,,,6.0,
2016,RMS Región Metropolitana de Santiago,6301037.412758559,,,,,,,,,,,,,,,,,1.056967192633218
2017,RMS Región Metropolitana de Santiago,6251956.47871932,,,,,,,,,,,,,,,,,-0.7789341789950055
2018,RMS Región Metropolitana de Santiago,6297696.768138004,,,,,,,,,,,,,,,,,0.7316156082400216
2019,RMS Región Metropolitana de Santiago,6186081.845014525,,,,,,,,,,,,,,,,,-1.7723133906378807
2020,RMS Región Metropolitana de Santiago,5514432.42269558,,,,,,,,,,,,,,,,,-10.857428646215528
2021,RMS Región Metropolitana de Santiago,6167142.631605167,,,,,,,,,,,,,,,,,11.836398723887665
2022,RMS Región Metropolitana de Santiago,6276287.335335188,,,,,,,,,,,,,,,,,1.7697775169116303
2023,RMS Región Metropolitana de Santiago,6246192.474998236,,,,,,,,,,,,,,,,,-0.47950099683166103
1985,V De Valparaíso,1509445.358,,,,0.032306993,0.002654339,0.068500011,0.378850646,0.033093348,0.068444289,0.05791304,0.054058621,0.07532324,0.097084562,0.136980738,0.113814561,5.0,
1986,V De Valparaíso,1516324.977,,,,0.032506356,0.002741069,0.071201402,0.367003745,0.031626425,0.070270871,0.055594944,0.05631232,0.079704833,0.095921922,0.142005137,0.109172844,5.0,
1987,V De Valparaíso,1543711.036,,,,0.035553507,0.003776595,0.074169723,0.339898783,0.028561148,0.068449686,0.056260603,0.060433052,0.080776184,0.093537498,0.139085534,0.107045018,5.0,
1988,V De Valparaíso,1677514.176,,,,0.038135654,0.005392152,0.077423511,0.342495428,0.041995848,0.062498101,0.053866004,0.058873311,0.080202992,0.085766751,0.130869208,0.096405124,5.0,
1989,V De Valparaíso,1792445.722,,,,0.031881051,0.005997417,0.07770641,0.342262774,0.048875082,0.06730936,0.055389706,0.067321967,0.080875121,0.080223736,0.124586604,0.084768909,5.0,
1990,V De Valparaíso,1815146.326,,,,0.03832534,0.006340154,0.076794371,0.295874814,0.043870911,0.077583584,0.055325102,0.07174169,0.079676294,0.07998143,0.1220734,0.089150527,5.0,
1991,V De Valparaíso,1857004.435,,,,0.034833184,0.007507429,0.082025024,0.297722961,0.032635726,0.06844611,0.059585899,0.073482135,0.08736646,0.078552874,0.121618544,0.087853922,5.0,
1992,V De Valparaíso,1974140.626,,,,0.034833184,0.007507429,0.082025024,0.297722961,0.032635726,0.06844611,0.059585899,0.073482135,0.08736646,0.078552874,0.121618544,0.087853922,5.0,
1993,V De Valparaíso,2095437.408,,,,0.036748849,0.007645081,0.069157707,0.287908084,0.025268367,0.071775099,0.063576603,0.083952322,0.09098464,0.074174855,0.12130415,0.083947256,5.0,
1994,V De Valparaíso,2209425.935,,,,0.033865174,0.00940213,0.069624576,0.290951322,0.035887071,0.097132495,0.065882549,0.07539307,0.09102919,0.068371425,0.115542732,0.077224659,5.0,
1995,V De Valparaíso,2366357.133,,,,0.031819155,0.013310907,0.065918526,0.29544832,0.033630412,0.08946861,0.066513536,0.082326086,0.093203578,0.064706765,0.109890097,0.070005494,5.0,
1996,V De Valparaíso,2397577.174,,,,0.031758647,0.01130631,0.061121483,0.277520108,0.033127879,0.098938282,0.06895377,0.090067676,0.096820159,0.064772796,0.111812636,0.068522535,5.0,
1997,V De Valparaíso,2349482.044,,,,0.031286969,0.006510286,0.063323399,0.257794089,0.031335359,0.10832866,0.069137069,0.094493079,0.106168967,0.067522126,0.118922416,0.070747575,5.0,
1998,V De Valparaíso,2409006.608,,,,0.035977493,0.002804045,0.062804839,0.26422187,0.036753415,0.098393782,0.069633752,0.098487218,0.106191011,0.067026581,0.11650398,0.069701886,5.0,
1999,V De Valparaíso,2452972.054,,,,0.035263678,0.004730286,0.076436608,0.267269717,0.044574722,0.09300733,0.067977697,0.09041979,0.102533946,0.066701121,0.115133429,0.068815074,5.0,
2000,V De Valparaíso,2471878.934,,,,0.040332778,0.002362833,0.073089194,0.27009269,0.040095833,0.081367716,0.067832729,0.100127312,0.104347863,0.066644799,0.117532782,0.068516889,5.0,
2001,V De Valparaíso,2509625.197,,,,0.042335484,0.001799637,0.07040634,0.270153857,0.03320124,0.088670661,0.066674806,0.101731765,0.099156945,0.066024042,0.118842374,0.067910692,5.0,
2002,V De Valparaíso,2530936.573,,,,0.044554118,0.001260297,0.057896425,0.273437348,0.032350524,0.086171982,0.066196771,0.106825251,0.098857395,0.065930336,0.120414341,0.066786275,5.0,
2003,V De Valparaíso,2559768.32,,,,0.047050706,0.00083449,0.056308828,0.26835433,0.03730672,0.076775507,0.067127586,0.113693874,0.097745384,0.065611732,0.121491036,0.065482201,5.0,
2004,V De Valparaíso,2676073.204,,,,0.046529266,0.001156316,0.053645057,0.27446184,0.040836178,0.07835264,0.06595119,0.116201005,0.097499532,0.063499336,0.114945732,0.064565567,5.0,
2005,V De Valparaíso,2768816.292,,81866.0,,0.049208327,0.0010763,0.050516613,0.280698729,0.032592246,0.080622834,0.067902287,0.116622315,0.100019919,0.062540551,0.113913861,0.063876641,5.0,
2006,V De Valparaíso,2893256.309,,86068.0,,0.049562644,0.001023676,0.04671846,0.289625636,0.034202024,0.08616924,0.066860015,0.106149775,0.101190957,0.061153371,0.113399707,0.061936845,5.0,
2007,V De Valparaíso,2864878.654,,90757.0,,0.054284183,0.001061757,0.047566905,0.277695231,0.010313299,0.090589081,0.069679142,0.112931519,0.110242146,0.063377539,0.118102428,0.064148159,5.0,
2008,V De Valparaíso,2972775.005,1720588.0,95713.0,0.055628076,0.055245428,0.001343716,0.042988152,0.275088706,0.01345534,0.101967753,0.069466958,0.112895781,0.107069102,0.06260781,0.115157008,0.062457465,5.0,
2009,V De Valparaíso,2889801.917,1739876.0,100489.0,0.057756415,0.059056301,0.001401182,0.040987514,0.268754312,0.019425418,0.090589366,0.070159154,0.111759052,0.105809248,0.065878637,0.11947162,0.066298892,5.0,
2010,V De Valparaíso,3027451.061,1759167.0,109984.0,0.0625205,,,,,,,,,,,,,5.0,
2011,V De Valparaíso,3259561.144,1777470.0,118911.0,0.066899019,,,,,,,,,,,,,5.0,
2012,V De Valparaíso,3466805.219,1795765.0,120747.0,0.067239867,,,,,,,,,,,,,5.0,
2013,V De Valparaíso,3637480.618,1814079.0,123452.0,0.068052163,,,,,,,,,,,,,5.0,
2014,V De Valparaíso,3809710.573,1832379.0,129038.0,0.070421021,,,,,,,,,,,,,5.0,
2015,V De Valparaíso,4085019.803,,131006.0,,,,,,,,,,,,,,5.0,
2016,V De Valparaíso,4166720.03274289,,,,,,,,,,,,,,,,,1.999995928609466
2017,V De Valparaíso,4184499.21152862,,,,,,,,,,,,,,,,,0.42669482581065843
2018,V De Valparaíso,4147055.1345957983,,,,,,,,,,,,,,,,,-0.8948281512315859
2019,V De Valparaíso,4081557.2027368583,,,,,,,,,,,,,,,,,-1.5793841589550994
2020,V De Valparaíso,3787420.8823551326,,,,,,,,,,,,,,,,,-7.2064730633811696
2021,V De Valparaíso,4133927.5789563637,,,,,,,,,,,,,,,,,9.148882771797018
2022,V De Valparaíso,4314277.350516724,,,,,,,,,,,,,,,,,4.3626737071647215
2023,V De Valparaíso,4287807.151391546,,,,,,,,,,,,,,,,,-0.6135488512811427
1985,VI Del Libertador General Bernardo OHiggins,1426630.966,,,,0.112359425,0.000411467,0.187187545,0.106609933,0.043576577,0.144977999,0.066688433,0.057697161,0.038009441,0.070120906,0.094876277,0.057746847,7.0,
1986,VI Del Libertador General Bernardo OHiggins,1533124.131,,,,0.117719508,0.000127035,0.190529856,0.10116441,0.052529831,0.127701948,0.06844334,0.057733484,0.039561995,0.064379932,0.08649953,0.05432764,7.0,
1987,VI Del Libertador General Bernardo OHiggins,1562733.656,,,,0.120606046,0.000155984,0.19037149,0.100368355,0.059336388,0.108745334,0.06997087,0.056971213,0.043896952,0.062418684,0.089641592,0.051979092,7.0,
1988,VI Del Libertador General Bernardo OHiggins,1559010.832,,,,0.135143223,0.000165683,0.182858515,0.10312571,0.03757614,0.107872608,0.073149577,0.059946074,0.048563169,0.062018298,0.091560333,0.053777379,7.0,
1989,VI Del Libertador General Bernardo OHiggins,1580652.52,,,,0.159294342,0.000229109,0.14648356,0.116351116,0.028621634,0.117274285,0.087928722,0.066454951,0.053938052,0.061566933,0.088977013,0.050736441,7.0,
1990,VI Del Libertador General Bernardo OHiggins,1556307.613,,,,0.159294342,0.000229109,0.14648356,0.116351116,0.028621634,0.117274285,0.087928722,0.066454951,0.053938052,0.061566933,0.088977013,0.050736441,7.0,
1991,VI Del Libertador General Bernardo OHiggins,1579544.642,,,,0.154103972,0.000239827,0.14373139,0.115674745,0.043281442,0.111625159,0.089507654,0.066706873,0.060331005,0.060386344,0.08945145,0.049216642,7.0,
1992,VI Del Libertador General Bernardo OHiggins,1723472.358,,,,0.162684466,0.00037202,0.132191318,0.122707502,0.049915983,0.100037375,0.098534714,0.069296363,0.058698839,0.055038862,0.085502688,0.046890026,7.0,
1993,VI Del Libertador General Bernardo OHiggins,1779286.215,,,,0.172379555,0.000450087,0.123905898,0.130203436,0.044484793,0.097167913,0.101805134,0.06745094,0.059615248,0.053689608,0.083274527,0.045151612,7.0,
1994,VI Del Libertador General Bernardo OHiggins,1909289.204,,,,0.178203467,0.00039566,0.122432286,0.128771331,0.037822011,0.096518237,0.108007367,0.068246783,0.05846647,0.050345992,0.079903829,0.042398172,7.0,
1995,VI Del Libertador General Bernardo OHiggins,1929019.789,,,,0.169586038,0.000116445,0.127104377,0.118948614,0.035286673,0.112099295,0.112661009,0.072625358,0.060834509,0.050081786,0.080628939,0.041108987,7.0,
1996,VI Del Libertador General Bernardo OHiggins,1989964.308,,,,0.173568451,0.000106279,0.129093923,0.118288701,0.026180771,0.097426037,0.118660791,0.080657805,0.063216359,0.049491622,0.080960566,0.039763865,7.0,
1997,VI Del Libertador General Bernardo OHiggins,1977292.705,,,,0.172116836,0.000122642,0.131321064,0.129253584,0.044007471,0.087663243,0.126629376,0.084492676,0.068800587,0.051138238,0.086530973,0.040374645,7.0,
1998,VI Del Libertador General Bernardo OHiggins,2027377.829,,,,0.183237127,0.000151482,0.125127372,0.131650959,0.02836274,0.092281283,0.132959885,0.082599437,0.069417165,0.051011564,0.084871862,0.039441432,7.0,
1999,VI Del Libertador General Bernardo OHiggins,2026009.599,,,,0.174994729,0.000298974,0.13124693,0.132952213,0.029767404,0.091499473,0.134271014,0.07698654,0.068950548,0.051970943,0.08604621,0.039823445,7.0,
2000,VI Del Libertador General Bernardo OHiggins,2188223.251,,,,0.17487743,0.00017601,0.121138184,0.129423955,0.036661089,0.104725158,0.131961386,0.076861911,0.064642835,0.0488881,0.081678172,0.036517365,7.0,
2001,VI Del Libertador General Bernardo OHiggins,2223167.457,,,,0.185964688,0.000225846,0.121630159,0.126906874,0.036767156,0.097170356,0.130076562,0.08078443,0.064322461,0.048554192,0.084039933,0.035729869,7.0,
2002,VI Del Libertador General Bernardo OHiggins,2343228.117,,,,0.184951637,0.000218652,0.100912853,0.124447072,0.037910748,0.117573868,0.12667464,0.079948667,0.062091439,0.046535025,0.082076364,0.034635601,7.0,
2003,VI Del Libertador General Bernardo OHiggins,2309066.864,,,,0.200021372,0.000150553,0.102535865,0.127301259,0.030825929,0.101637287,0.134980499,0.085234412,0.063610096,0.047673619,0.083778894,0.035792589,7.0,
2004,VI Del Libertador General Bernardo OHiggins,2482286.961,,,,0.195090676,0.000124981,0.121828673,0.122689006,0.026452817,0.109314122,0.134493879,0.08130292,0.062664794,0.045000356,0.080621823,0.033932773,7.0,
2005,VI Del Libertador General Bernardo OHiggins,2595053.268,,7952.0,,0.209487527,0.000106359,0.108712525,0.129826226,0.033710863,0.103097486,0.130521688,0.080816583,0.06413834,0.043987374,0.077955425,0.032574377,7.0,
2006,VI Del Libertador General Bernardo OHiggins,2646334.462,,9068.0,,0.215885006,0.000122623,0.10072599,0.122187662,0.033969851,0.104525439,0.132668156,0.081715336,0.066833472,0.044075077,0.078127957,0.033366528,7.0,
2007,VI Del Libertador General Bernardo OHiggins,2636128.752,,10160.0,,0.224978294,0.000122957,0.098460955,0.130355997,0.016921228,0.091841162,0.135314981,0.085000666,0.072179047,0.045407964,0.080985976,0.034644775,7.0,
2008,VI Del Libertador General Bernardo OHiggins,2689701.229,866249.0,11430.0,0.01319482,0.227801357,0.000148501,0.091079598,0.141856631,0.018966064,0.084033098,0.135161641,0.082928783,0.072391651,0.045596667,0.081986274,0.03439729,7.0,
2009,VI Del Libertador General Bernardo OHiggins,2698112.496,874806.0,14639.0,0.016733996,0.223156133,0.000247,0.094860242,0.143145541,0.021757597,0.087043945,0.128940718,0.080088123,0.070130596,0.046497834,0.083795664,0.036282292,7.0,
2010,VI Del Libertador General Bernardo OHiggins,2692675.08,883368.0,17769.0,0.02011506,,,,,,,,,,,,,7.0,
2011,VI Del Libertador General Bernardo OHiggins,2897620.735,891763.0,20177.0,0.022625967,,,,,,,,,,,,,7.0,
2012,VI Del Libertador General Bernardo OHiggins,2885016.376,900163.0,23694.0,0.026321899,,,,,,,,,,,,,7.0,
2013,VI Del Libertador General Bernardo OHiggins,2956863.614,908553.0,24754.0,0.027245521,,,,,,,,,,,,,7.0,
2014,VI Del Libertador General Bernardo OHiggins,3230479.574,916959.0,27987.0,0.030521539,,,,,,,,,,,,,7.0,
2015,VI Del Libertador General Bernardo OHiggins,3432813.081,,29142.0,,,,,,,,,,,,,,7.0,
2016,VI Del Libertador General Bernardo OHiggins,3469030.8879753724,,,,,,,,,,,,,,,,,1.055047452942648
2017,VI Del Libertador General Bernardo OHiggins,3386059.8263988374,,,,,,,,,,,,,,,,,-2.3917648546784576
2018,VI Del Libertador General Bernardo OHiggins,3538713.081013002,,,,,,,,,,,,,,,,,4.508285808302315
2019,VI Del Libertador General Bernardo OHiggins,3471855.040478582,,,,,,,,,,,,,,,,,-1.8893320538799108
2020,VI Del Libertador General Bernardo OHiggins,3299003.070892308,,,,,,,,,,,,,,,,,-4.9786632094653065
2021,VI Del Libertador General Bernardo OHiggins,3572489.2339471444,,,,,,,,,,,,,,,,,8.289963882357476
2022,VI Del Libertador General Bernardo OHiggins,3551968.2592992694,,,,,,,,,,,,,,,,,-0.5744166967076358
2023,VI Del Libertador General Bernardo OHiggins,3453606.5184761058,,,,,,,,,,,,,,,,,-2.769217899558829
1985,VII Del Maule,856455.2804,,,,0.120520774,0.001053336,0.0053193,0.15091727,0.101573228,0.148854166,0.04015768,0.085498491,0.064633289,0.12135813,0.251831774,0.098429941,8.0,
1986,VII Del Maule,913021.4595,,,,0.119273831,0.000713457,0.005305011,0.145615556,0.165076169,0.116448561,0.038654125,0.083650184,0.065992355,0.112760035,0.229021129,0.093867934,8.0,
1987,VII Del Maule,937390.8662,,,,0.117265127,0.00144301,0.005465639,0.140438187,0.163959847,0.143232512,0.039804088,0.081827546,0.069200863,0.108925006,0.223654506,0.088673426,8.0,
1988,VII Del Maule,1009180.574,,,,0.12304297,0.001922071,0.004336146,0.158694712,0.1276601,0.133833974,0.041690061,0.083948382,0.071640445,0.100706782,0.210293707,0.084386847,8.0,
1989,VII Del Maule,1033344.581,,,,0.128646182,0.00256056,0.003610713,0.162448998,0.097963977,0.13403855,0.043907777,0.085423556,0.075964725,0.09824336,0.200051506,0.082037122,8.0,
1990,VII Del Maule,1067627.18,,,,0.13346928,0.002554267,0.003542265,0.159187007,0.082237596,0.136630872,0.04520034,0.090816244,0.074107932,0.095878821,0.19098023,0.07892019,8.0,
1991,VII Del Maule,1165204.032,,,,0.127077783,0.002541209,0.003736763,0.142936931,0.146899435,0.14063426,0.043748982,0.08738051,0.074672972,0.087957605,0.179500605,0.072060214,8.0,
1992,VII Del Maule,1330369.726,,,,0.138313052,0.001722591,0.005842366,0.134480408,0.176210333,0.102272226,0.046041746,0.082038317,0.072293938,0.076690134,0.160897623,0.065598683,8.0,
1993,VII Del Maule,1346841.761,,,,0.134331642,0.002089203,0.002844709,0.138254084,0.177145775,0.110889575,0.04544617,0.082389647,0.073456059,0.076208697,0.161208397,0.064804117,8.0,
1994,VII Del Maule,1489088.481,,,,0.13246959,0.001635323,0.006054154,0.165508318,0.154268716,0.099990713,0.046252739,0.079888648,0.072134631,0.069489311,0.148326588,0.058725422,8.0,
1995,VII Del Maule,1600176.293,,,,0.142498391,0.00033002,0.006094534,0.152145965,0.150698425,0.098817704,0.050674155,0.08008966,0.074451698,0.06509803,0.137278542,0.054762073,8.0,
1996,VII Del Maule,1597085.711,,,,0.140740307,0.000790998,0.007017015,0.157634217,0.117783404,0.110409973,0.053693232,0.090797574,0.078896037,0.06647218,0.140253801,0.055229102,8.0,
1997,VII Del Maule,1636252.443,,,,0.134035208,0.00060674,0.006709801,0.160776572,0.131659481,0.10268355,0.05457772,0.093563939,0.078025306,0.064648961,0.140525541,0.052484005,8.0,
1998,VII Del Maule,1661033.28,,,,0.154198869,0.000612573,0.003911582,0.162703181,0.107062903,0.102032181,0.057297108,0.091573994,0.077173204,0.06512132,0.139636861,0.052114709,8.0,
1999,VII Del Maule,1642218.688,,,,0.138808883,0.000672594,0.00299758,0.177625519,0.090927064,0.115833983,0.057170401,0.093908112,0.075141607,0.06705311,0.143316421,0.053975464,8.0,
2000,VII Del Maule,1779899.31,,,,0.136828424,0.000857631,0.003342482,0.180566673,0.115647653,0.107053351,0.056006999,0.095512792,0.070211495,0.062821131,0.135065018,0.049486463,8.0,
2001,VII Del Maule,1857114.713,,,,0.137011974,0.001052762,0.003061282,0.182244205,0.132203433,0.093908218,0.055170193,0.094892885,0.066845761,0.06060888,0.136348815,0.047470918,8.0,
2002,VII Del Maule,1857540.161,,,,0.144415217,0.000756742,0.003682584,0.193465567,0.123899691,0.079677492,0.054321471,0.101245725,0.066091318,0.061073847,0.138625929,0.047473147,8.0,
2003,VII Del Maule,1893727.082,,,,0.146423074,0.000684098,0.004046236,0.203232099,0.111209536,0.074827864,0.055964322,0.101473784,0.068219178,0.06034844,0.141688849,0.04737781,8.0,
2004,VII Del Maule,1980969.704,,,,0.161797136,0.000439158,0.005914418,0.211740583,0.092434895,0.075594707,0.055752024,0.103196376,0.068707717,0.058422253,0.136344393,0.045469194,8.0,
2005,VII Del Maule,2125212.491,,20573.0,,0.163041257,0.000249598,0.006306597,0.208822717,0.101847509,0.081410183,0.055485115,0.101876215,0.069735047,0.055544473,0.129402503,0.043745755,8.0,
2006,VII Del Maule,2234582.32,,23766.0,,0.170832187,0.000435003,0.005655808,0.209370581,0.105460805,0.080003645,0.055356252,0.100985109,0.06590378,0.053979395,0.125390465,0.042213317,8.0,
2007,VII Del Maule,2161353.107,,26825.0,,0.166494783,0.00046531,0.004396212,0.227950482,0.075207978,0.066304989,0.061458523,0.107471961,0.075444161,0.05727591,0.130622649,0.045270073,8.0,
2008,VII Del Maule,2215647.95,991542.0,29089.0,0.029337133,0.15889969,0.00079976,0.004179055,0.227219346,0.074481954,0.078343745,0.062243845,0.105163712,0.075537983,0.057214958,0.129645393,0.044811617,8.0,
2009,VII Del Maule,2185788.523,999685.0,32996.0,0.033006397,0.162133083,0.000927189,0.004242826,0.223654295,0.082088234,0.068682898,0.061238845,0.102676308,0.073666194,0.059328177,0.133537138,0.046064253,8.0,
