year,region_name,gdp_cap,population,ed_superior,ed_superior_cap,agropecuario,pesca,mineria,industria_m,electricidad,construccion,comercio,transporte,servicios_financieros,vivienda,personales,publica,id,growth_rate
2010,VII Del Maule,2200720.16,1007831.0,37315.0,0.037025057,,,,,,,,,,,,,8.0,
2011,VII Del Maule,2390392.714,1015763.0,40978.0,0.040342088,,,,,,,,,,,,,8.0,
2012,VII Del Maule,2484540.292,1023686.0,45628.0,0.044572261,,,,,,,,,,,,,8.0,
2013,VII Del Maule,2595026.948,1031622.0,46945.0,0.045506009,,,,,,,,,,,,,8.0,
2014,VII Del Maule,2797294.751,1039543.0,49409.0,0.047529539,,,,,,,,,,,,,8.0,
2015,VII Del Maule,3128744.949,,50483.0,,,,,,,,,,,,,,8.0,
2016,VII Del Maule,3153363.4950981685,,,,,,,,,,,,,,,,,0.7868505263120662
2017,VII Del Maule,3127655.629002725,,,,,,,,,,,,,,,,,-0.8152522262468653
2018,VII Del Maule,3340806.7888052226,,,,,,,,,,,,,,,,,6.815045679132603
2019,VII Del Maule,3279486.748841041,,,,,,,,,,,,,,,,,-1.835485972120876
2020,VII Del Maule,3176952.517283234,,,,,,,,,,,,,,,,,-3.1265328818310456
2021,VII Del Maule,3426979.2132610865,,,,,,,,,,,,,,,,,7.870016772918675
2022,VII Del Maule,3478686.753386885,,,,,,,,,,,,,,,,,1.5088372852017917
2023,VII Del Maule,3479062.929101846,,,,,,,,,,,,,,,,,0.010813727755021318
1985,VIII Del Biobío,1546296.076,,,,0.07394683,0.023324949,0.020453172,0.355168501,0.082990889,0.046767363,0.040089908,0.040118764,0.040265963,0.070586079,0.161922841,0.069065921,9.0,
1986,VIII Del Biobío,1568121.421,,,,0.073633585,0.027399098,0.023048374,0.362569143,0.066716319,0.046873323,0.039052526,0.041641123,0.042902273,0.06905045,0.162936755,0.072896081,9.0,
1987,VIII Del Biobío,1613760.889,,,,0.076420233,0.035614435,0.018022867,0.352541807,0.070428144,0.049056837,0.039798376,0.046700043,0.045715589,0.066605055,0.152400745,0.067084441,9.0,
1988,VIII Del Biobío,1712646.772,,,,0.082895016,0.034043029,0.027864695,0.346077224,0.074745587,0.047414105,0.03764571,0.04798686,0.048193471,0.062522085,0.143572471,0.062557003,9.0,
1989,VIII Del Biobío,1754304.595,,,,0.080172278,0.037649996,0.025140706,0.350771916,0.056958762,0.052252158,0.040624929,0.05195758,0.053720491,0.061018693,0.140124273,0.05775151,9.0,
1990,VIII Del Biobío,1789395.707,,,,0.081167145,0.035705761,0.025026252,0.347709999,0.044183619,0.070106335,0.04102518,0.052869742,0.053716323,0.060326532,0.138854659,0.056301038,9.0,
1991,VIII Del Biobío,1827410.905,,,,0.071505183,0.042775579,0.024097741,0.351159818,0.039279259,0.067743019,0.041517471,0.055645882,0.06019741,0.059206161,0.143712265,0.054911279,9.0,
1992,VIII Del Biobío,1933039.808,,,,0.0746648,0.04766905,0.018492896,0.348367275,0.044405038,0.051683069,0.042520923,0.062124575,0.065935921,0.056042098,0.139882587,0.052710409,9.0,
1993,VIII Del Biobío,1971654.661,,,,0.071800414,0.042658132,0.009978559,0.34627035,0.049352347,0.067875442,0.04262396,0.061117517,0.06799675,0.055701347,0.141359691,0.051937599,9.0,
1994,VIII Del Biobío,1979671.942,,,,0.069021139,0.046931955,0.005646931,0.342524835,0.051400812,0.068852605,0.044272397,0.062045396,0.072297003,0.056190727,0.140899355,0.052787319,9.0,
1995,VIII Del Biobío,2088588.803,,,,0.068597709,0.040556839,0.004745886,0.342680806,0.053538968,0.071662496,0.045988489,0.065127622,0.075573334,0.053865296,0.132032415,0.049635646,9.0,
1996,VIII Del Biobío,2141482.108,,,,0.060412073,0.045800505,0.003879428,0.336547072,0.054771023,0.073875841,0.0474599,0.069904157,0.078281878,0.053670733,0.133371986,0.049081205,9.0,
1997,VIII Del Biobío,2213875.848,,,,0.059754545,0.042072839,0.003611373,0.334558549,0.051329551,0.081903413,0.051697726,0.070722354,0.078663959,0.053412277,0.136090686,0.048534211,9.0,
1998,VIII Del Biobío,2211336.611,,,,0.057214005,0.033673597,0.003507031,0.325929834,0.04648479,0.092674065,0.052564953,0.074952556,0.079887889,0.054807473,0.137876263,0.049328538,9.0,
1999,VIII Del Biobío,2194440.546,,,,0.058933025,0.043941472,0.003377988,0.328437081,0.040108449,0.08864743,0.05020804,0.076530121,0.078526366,0.056349643,0.139020898,0.050345336,9.0,
2000,VIII Del Biobío,2252355.17,,,,0.057614311,0.034650877,0.003441738,0.336561206,0.048469102,0.076226274,0.051543997,0.083887245,0.078564873,0.055779906,0.13725874,0.049913545,9.0,
2001,VIII Del Biobío,2281208.242,,,,0.058946976,0.029615921,0.003456883,0.354941505,0.046844832,0.064970739,0.051169412,0.087201928,0.074839841,0.055635165,0.139714638,0.049445797,9.0,
2002,VIII Del Biobío,2394326.648,,,,0.057210726,0.035414302,0.003357503,0.344193787,0.051587311,0.074986708,0.050571908,0.085874077,0.072414875,0.053608705,0.137407954,0.047149203,9.0,
2003,VIII Del Biobío,2492735.067,,,,0.057756393,0.029401864,0.003471814,0.357047473,0.053023849,0.072232763,0.050999486,0.085874368,0.073866729,0.052044338,0.132582575,0.045337678,9.0,
2004,VIII Del Biobío,2618728.036,,,,0.058477367,0.029821162,0.00386313,0.369926272,0.051795523,0.064545768,0.048451085,0.084308803,0.073489733,0.050331269,0.134004943,0.045085742,9.0,
2005,VIII Del Biobío,2777504.739,,77062.0,,0.060042556,0.028391317,0.004464797,0.361818383,0.055649796,0.081719674,0.048065858,0.082097957,0.073168912,0.048553658,0.12781806,0.043371605,9.0,
2006,VIII Del Biobío,2849220.423,,82163.0,,0.064270357,0.028973898,0.003772062,0.358025315,0.058909486,0.076364502,0.048624884,0.081961919,0.074595667,0.048366617,0.127849419,0.042836884,9.0,
2007,VIII Del Biobío,2876133.899,,90595.0,,0.060092513,0.025342063,0.003141761,0.366685839,0.046840577,0.074323364,0.050847162,0.083495731,0.081139889,0.049175516,0.131259484,0.043765006,9.0,
2008,VIII Del Biobío,2898320.469,2009549.0,96090.0,0.047816699,0.057273668,0.022597499,0.003980209,0.36568923,0.046542625,0.072627228,0.053178596,0.084674306,0.083800899,0.04994474,0.131946973,0.044204496,9.0,
2009,VIII Del Biobío,2832254.652,2022995.0,105774.0,0.052285844,0.056476004,0.028037727,0.00422313,0.352692151,0.053913189,0.059602729,0.052800029,0.086282778,0.083019046,0.052285337,0.141295513,0.046148473,9.0,
2010,VIII Del Biobío,2742787.792,2036443.0,118586.0,0.058231927,,,,,,,,,,,,,9.0,
2011,VIII Del Biobío,3114306.776,2048993.0,130164.0,0.063525839,,,,,,,,,,,,,9.0,
2012,VIII Del Biobío,3116386.81,2061544.0,138101.0,0.066989111,,,,,,,,,,,,,9.0,
2013,VIII Del Biobío,3279820.95,2074094.0,145564.0,0.070181969,,,,,,,,,,,,,9.0,
2014,VIII Del Biobío,3588000.067,2086637.0,149852.0,0.071815079,,,,,,,,,,,,,9.0,
2015,VIII Del Biobío,3901330.331,,152534.0,,,,,,,,,,,,,,9.0,
2016,VIII Del Biobío,3966673.6769734095,,,,,,,,,,,,,,,,,1.6748990838891809
2017,VIII Del Biobío,4008954.586587338,,,,,,,,,,,,,,,,,1.0659034006091694
2018,VIII Del Biobío,4194866.160653758,,,,,,,,,,,,,,,,,4.637407834162555
2019,VIII Del Biobío,4216798.523758542,,,,,,,,,,,,,,,,,0.5228382090113115
2020,VIII Del Biobío,3979085.9656853704,,,,,,,,,,,,,,,,,-5.6372756899300995
2021,VIII Del Biobío,4345426.058034814,,,,,,,,,,,,,,,,,9.206639301303564
2022,VIII Del Biobío,4436183.764099717,,,,,,,,,,,,,,,,,2.0885801496285827
2023,VIII Del Biobío,4625622.367957192,,,,,,,,,,,,,,,,,4.270305603445146
1985,X De Los Lagos,913449.3114,,,,0.129836213,0.026214028,0.008617375,0.118307668,0.037822931,0.081228994,0.097060368,0.069079256,0.07438445,0.103474811,0.247068882,0.127986213,11.0,
1986,X De Los Lagos,968101.7348,,,,0.131714917,0.02183673,0.008155383,0.126462098,0.036646412,0.103792624,0.095420677,0.068463701,0.074917195,0.096717887,0.233798705,0.121148613,11.0,
1987,X De Los Lagos,1046273.736,,,,0.135042607,0.027605282,0.007563946,0.131714755,0.032313387,0.095484573,0.09935912,0.073056623,0.07446908,0.088488822,0.210257356,0.108806406,11.0,
1988,X De Los Lagos,1071481.085,,,,0.13483153,0.022991093,0.008345857,0.134036264,0.027740272,0.101692158,0.096456354,0.089213554,0.079703521,0.085890336,0.20485633,0.107298116,11.0,
1989,X De Los Lagos,1117484.486,,,,0.129408151,0.022930615,0.008262106,0.13392811,0.027526051,0.10843087,0.097526773,0.090157106,0.086491795,0.082141725,0.204761837,0.103469957,11.0,
1990,X De Los Lagos,1215577.679,,,,0.134441412,0.032233316,0.005762429,0.125296729,0.026649073,0.106964935,0.09572717,0.091795249,0.080813253,0.0762891,0.190222167,0.094076394,11.0,
1991,X De Los Lagos,1204564.367,,,,0.122257266,0.035314123,0.006258867,0.124287036,0.046001365,0.091639871,0.094064845,0.097875138,0.090432701,0.076516767,0.192784426,0.09309894,11.0,
1992,X De Los Lagos,1293853.775,,,,0.112690205,0.041072658,0.006518038,0.130974797,0.055567524,0.08503626,0.098304277,0.094663462,0.094016466,0.070750917,0.185153944,0.090217768,11.0,
1993,X De Los Lagos,1343019.601,,,,0.112310568,0.043819467,0.006557774,0.136893622,0.054292917,0.091020033,0.097150308,0.086477231,0.095999351,0.068565687,0.182210573,0.083752599,11.0,
1994,X De Los Lagos,1403068.741,,,,0.113157353,0.046677124,0.004533296,0.129373308,0.053269353,0.097692516,0.100612456,0.085398757,0.099055386,0.065978163,0.178069334,0.080778357,11.0,
1995,X De Los Lagos,1519807.944,,,,0.109945269,0.054499125,0.004085483,0.134256229,0.049731084,0.092177487,0.102230597,0.088334229,0.100987945,0.061166108,0.16416381,0.074029238,11.0,
1996,X De Los Lagos,1626752.155,,,,0.096315476,0.067851326,0.004206033,0.128610777,0.048080917,0.096643483,0.101137617,0.096463188,0.101415203,0.05808313,0.159128726,0.069793171,11.0,
1997,X De Los Lagos,1786569.598,,,,0.091384754,0.084207771,0.003944489,0.13172787,0.04533127,0.099856286,0.099960595,0.100049859,0.098679655,0.054135893,0.152706038,0.063348874,11.0,
1998,X De Los Lagos,1839830.167,,,,0.086667458,0.093918878,0.00379148,0.125602581,0.042452809,0.100643385,0.101321752,0.107240062,0.099206533,0.053612123,0.149503867,0.06149335,11.0,
1999,X De Los Lagos,1824959.818,,,,0.091522765,0.081276059,0.003559683,0.12750369,0.036322028,0.106963639,0.096593787,0.116967957,0.098682479,0.054876386,0.151863777,0.061838416,11.0,
2000,X De Los Lagos,1950147.668,,,,0.080918284,0.108204738,0.003688498,0.124602608,0.036879619,0.102729336,0.092273172,0.119416654,0.0946666,0.052056493,0.146203534,0.057798684,11.0,
2001,X De Los Lagos,1999678.322,,,,0.081768555,0.129639711,0.003353563,0.126747827,0.036166053,0.078944674,0.089636026,0.117479641,0.091767325,0.051104543,0.148397886,0.056449489,11.0,
2002,X De Los Lagos,2069639.265,,,,0.078273652,0.133664317,0.003034872,0.126042877,0.036319736,0.083836421,0.08850338,0.118518816,0.088245718,0.04976572,0.148320853,0.055358298,11.0,
2003,X De Los Lagos,2073757.463,,,,0.078914051,0.123013054,0.003026043,0.131720012,0.036886956,0.084253199,0.091483571,0.116957559,0.09155772,0.050030064,0.151138079,0.056939976,11.0,
2004,X De Los Lagos,2188533.184,,,,0.090008084,0.139970458,0.002594302,0.133427386,0.035969122,0.06840648,0.087869933,0.11430944,0.092071143,0.048003566,0.148404035,0.055426584,11.0,
2005,X De Los Lagos,2237039.789,,36331.0,,0.088249189,0.140610152,0.003043649,0.127496909,0.032853081,0.070363452,0.089626621,0.118563899,0.098228707,0.047894652,0.147526692,0.054604751,11.0,
2006,X De Los Lagos,2300521.67,,27993.0,,0.090293213,0.123780524,0.002661061,0.126595892,0.035771732,0.073081145,0.089877273,0.122782688,0.101186823,0.047587947,0.150469977,0.053420743,11.0,
2007,X De Los Lagos,2337276.557,,31303.0,,0.086101294,0.118263299,0.002639231,0.115583827,0.029203384,0.078980807,0.091092993,0.133767332,0.109367132,0.048069899,0.152651612,0.053744971,11.0,
2008,X De Los Lagos,2398054.188,1192099.0,35835.0,0.030060423,0.084121974,0.125949464,0.001552794,0.110625462,0.027212898,0.073998555,0.095404653,0.136430036,0.10963131,0.048002986,0.153385888,0.053300116,11.0,
2009,X De Los Lagos,2324286.995,1204023.0,40401.0,0.033555007,0.080417867,0.111487424,0.002041454,0.09842326,0.031488354,0.085140048,0.093794343,0.137316665,0.10881849,0.050661516,0.163841279,0.056241658,11.0,
2010,X De Los Lagos,2344893.973,1215965.0,43794.0,0.036015839,,,,,,,,,,,,,11.0,
2011,X De Los Lagos,2613634.606,1227321.0,50334.0,0.041011276,,,,,,,,,,,,,11.0,
2012,X De Los Lagos,2640622.345,1238691.0,52895.0,0.042702337,,,,,,,,,,,,,11.0,
2013,X De Los Lagos,2953435.585,1250056.0,57132.0,0.045703552,,,,,,,,,,,,,11.0,
2014,X De Los Lagos,3439740.911,1261423.0,59512.0,0.047178464,,,,,,,,,,,,,11.0,
2015,X De Los Lagos,3701086.127,,62808.0,,,,,,,,,,,,,,11.0,
2016,X De Los Lagos,3788246.827948839,,,,,,,,,,,,,,,,,2.3550033141079396
2017,X De Los Lagos,3962482.3398887124,,,,,,,,,,,,,,,,,4.599370628502952
2018,X De Los Lagos,4171785.046715981,,,,,,,,,,,,,,,,,5.28211077990941
2019,X De Los Lagos,4211207.596283418,,,,,,,,,,,,,,,,,0.9449803651429889
2020,X De Los Lagos,3980374.813402003,,,,,,,,,,,,,,,,,-5.481391681690906
2021,X De Los Lagos,4307992.84147044,,,,,,,,,,,,,,,,,8.230833613089406
2022,X De Los Lagos,4450786.294154972,,,,,,,,,,,,,,,,,3.314616758643285
2023,X De Los Lagos,4487926.3539857315,,,,,,,,,,,,,,,,,0.834460640798107
1985,XI Aysén del General Carlos Ibáñez del Campo,1506169.949,,,,0.068934047,0.012150469,0.013653448,0.06605062,0.0238207,0.087633514,0.074383018,0.038999501,0.040244193,0.090827098,0.229654536,0.40513745,12.0,
1986,XI Aysén del General Carlos Ibáñez del Campo,1580966.381,,,,0.060916454,0.026892261,0.007666847,0.100338681,0.024260894,0.109502194,0.070641774,0.03529358,0.039704133,0.085579229,0.21664811,0.388540238,12.0,
1987,XI Aysén del General Carlos Ibáñez del Campo,1673592.137,,,,0.057379413,0.041179974,0.011158458,0.152419555,0.026751849,0.09008283,0.071495886,0.039535562,0.039144784,0.079992016,0.197321783,0.354348264,12.0,
1988,XI Aysén del General Carlos Ibáñez del Campo,1684128.457,,,,0.055234988,0.026773394,0.011382595,0.122913002,0.030437819,0.126884882,0.065858524,0.050982035,0.042600617,0.078955646,0.198425668,0.348662376,12.0,
1989,XI Aysén del General Carlos Ibáñez del Campo,1669995.507,,,,0.05404176,0.025951781,0.010459638,0.106421315,0.03299392,0.110962939,0.071890425,0.059154967,0.052880853,0.079436555,0.193880734,0.351987851,12.0,
1990,XI Aysén del General Carlos Ibáñez del Campo,1692619.861,,,,0.051990528,0.034621244,0.013233536,0.091430545,0.030471152,0.115359429,0.069744948,0.063532377,0.051614876,0.07808608,0.192049045,0.343838734,12.0,
1991,XI Aysén del General Carlos Ibáñez del Campo,1679193.27,,,,0.05287021,0.039898046,0.015010582,0.088512708,0.033843737,0.090396993,0.068805582,0.069127798,0.057865953,0.079071103,0.194610963,0.339991171,12.0,
1992,XI Aysén del General Carlos Ibáñez del Campo,1750787.629,,,,0.050038092,0.036084615,0.015322234,0.079039986,0.034945251,0.121524101,0.07015327,0.066597354,0.061375946,0.076218797,0.188801407,0.327168849,12.0,
1993,XI Aysén del General Carlos Ibáñez del Campo,1846792.266,,,,0.046872219,0.039468624,0.056207043,0.086899698,0.032753938,0.101419226,0.072466026,0.066714863,0.059059339,0.073487254,0.183959296,0.301298063,12.0,
1994,XI Aysén del General Carlos Ibáñez del Campo,2032394.532,,,,0.041622826,0.047974896,0.053729753,0.096603526,0.032335629,0.139767863,0.070436966,0.059914091,0.059006753,0.067825137,0.176814902,0.280495947,12.0,
1995,XI Aysén del General Carlos Ibáñez del Campo,2028872.98,,,,0.039347031,0.05957613,0.050353539,0.090709369,0.033350964,0.109615951,0.070430925,0.072193272,0.070062677,0.068910794,0.181320094,0.28331831,12.0,
1996,XI Aysén del General Carlos Ibáñez del Campo,2250302.186,,,,0.034092221,0.07909986,0.084890515,0.0749866,0.032405225,0.09398157,0.067220167,0.075682482,0.067583936,0.063288856,0.165297626,0.272291798,12.0,
1997,XI Aysén del General Carlos Ibáñez del Campo,2533677.946,,,,0.030769994,0.090736098,0.081548089,0.075096778,0.030740953,0.094845642,0.062329848,0.074607345,0.062950359,0.057653432,0.150526228,0.241841899,12.0,
1998,XI Aysén del General Carlos Ibáñez del Campo,2555130.608,,,,0.029915491,0.085054657,0.058573875,0.064533707,0.03312696,0.102816711,0.063729746,0.074749714,0.064640773,0.058410903,0.1519837,0.2434485,12.0,
1999,XI Aysén del General Carlos Ibáñez del Campo,2687108.365,,,,0.028406036,0.089381092,0.058548577,0.070254298,0.032160223,0.105081894,0.061917605,0.083929451,0.057673978,0.05649511,0.147619234,0.235182744,12.0,
2000,XI Aysén del General Carlos Ibáñez del Campo,2750663.515,,,,0.027729073,0.103527723,0.041284199,0.06808028,0.03177935,0.095981757,0.061522021,0.089720559,0.058175875,0.055855332,0.143756606,0.229513009,12.0,
2001,XI Aysén del General Carlos Ibáñez del Campo,2979456.313,,,,0.024184618,0.146044753,0.034997724,0.062627818,0.030056789,0.08222464,0.056334137,0.086563308,0.052956343,0.052083062,0.136236651,0.212492338,12.0,
2002,XI Aysén del General Carlos Ibáñez del Campo,3249939.677,,,,0.021819948,0.167683956,0.061185028,0.057507343,0.029356766,0.074189563,0.053443606,0.089139248,0.051504227,0.048274078,0.132687525,0.197052171,12.0,
2003,XI Aysén del General Carlos Ibáñez del Campo,3195635.158,,,,0.021664513,0.144722297,0.079338784,0.059956104,0.029931319,0.085326982,0.051753756,0.088156712,0.052501474,0.049600841,0.143826323,0.204452795,12.0,
2004,XI Aysén del General Carlos Ibáñez del Campo,3346772.305,,,,0.021241895,0.15724966,0.07885152,0.065551373,0.029643108,0.081842607,0.052996717,0.08936749,0.054174286,0.048097784,0.138435932,0.194177268,12.0,
2005,XI Aysén del General Carlos Ibáñez del Campo,3697267.198,,957.0,,0.020183396,0.215184254,0.077111413,0.060239717,0.028190303,0.06867148,0.049392265,0.080526604,0.053929512,0.044522758,0.130866625,0.18313484,12.0,
2006,XI Aysén del General Carlos Ibáñez del Campo,3581479.922,,883.0,,0.02248908,0.164314518,0.072774817,0.053824684,0.032338814,0.093326646,0.05246011,0.08826015,0.059269863,0.046963238,0.134677988,0.191230982,12.0,
2007,XI Aysén del General Carlos Ibáñez del Campo,3840430.247,,830.0,,0.020513373,0.189539667,0.072712443,0.042475865,0.021700881,0.110443405,0.051296256,0.08694459,0.062378813,0.044935521,0.126409365,0.183258441,12.0,
2008,XI Aysén del General Carlos Ibáñez del Campo,3874395.9,102632.0,961.0,0.009363551,0.019809525,0.221332522,0.02277957,0.045342863,0.021222874,0.111420718,0.052525293,0.094090842,0.063472464,0.045664765,0.129424576,0.185797599,12.0,
2009,XI Aysén del General Carlos Ibáñez del Campo,3663006.806,103738.0,1235.0,0.011904991,0.018879295,0.209664389,0.019400357,0.044687665,0.024253078,0.103728227,0.053445721,0.091520107,0.064661717,0.049406173,0.137528849,0.195561497,12.0,
2010,XI Aysén del General Carlos Ibáñez del Campo,3535238.404,104843.0,1448.0,0.013811127,,,,,,,,,,,,,12.0,
2011,XI Aysén del General Carlos Ibáñez del Campo,4017095.459,105865.0,1448.0,0.013677797,,,,,,,,,,,,,12.0,
2012,XI Aysén del General Carlos Ibáñez del Campo,4187285.062,106885.0,1418.0,0.013266595,,,,,,,,,,,,,12.0,
2013,XI Aysén del General Carlos Ibáñez del Campo,4568114.437,107915.0,1681.0,0.015577075,,,,,,,,,,,,,12.0,
2014,XI Aysén del General Carlos Ibáñez del Campo,5393716.788,108938.0,1782.0,0.016357928,,,,,,,,,,,,,12.0,
2015,XI Aysén del General Carlos Ibáñez del Campo,5564817.049,,2193.0,,,,,,,,,,,,,,12.0,
2016,XI Aysén del General Carlos Ibáñez del Campo,5544790.93788827,,,,,,,,,,,,,,,,,-0.3598700718351222
2017,XI Aysén del General Carlos Ibáñez del Campo,6075478.162770203,,,,,,,,,,,,,,,,,9.570914951106246
2018,XI Aysén del General Carlos Ibáñez del Campo,6197349.612176854,,,,,,,,,,,,,,,,,2.0059565048470507
2019,XI Aysén del General Carlos Ibáñez del Campo,6224305.101726215,,,,,,,,,,,,,,,,,0.43495189453888194
2020,XI Aysén del General Carlos Ibáñez del Campo,5653910.7247457635,,,,,,,,,,,,,,,,,-9.163984857076846
2021,XI Aysén del General Carlos Ibáñez del Campo,5806607.345611729,,,,,,,,,,,,,,,,,2.7007257153468966
2022,XI Aysén del General Carlos Ibáñez del Campo,5982076.795311747,,,,,,,,,,,,,,,,,3.021892806866422
2023,XI Aysén del General Carlos Ibáñez del Campo,6194121.243154988,,,,,,,,,,,,,,,,,3.544662750057359
1985,XII De Magallanes y de la Antártica Chilena,4204220.868,,,,0.005877735,0.034276373,0.369264736,0.056134013,0.013509674,0.044331715,0.035168671,0.059646574,0.044035886,0.043415215,0.049237343,0.166913259,13.0,
1986,XII De Magallanes y de la Antártica Chilena,4215359.906,,,,0.005652919,0.033796742,0.350743798,0.06714323,0.014183234,0.061929233,0.034698547,0.056504643,0.044580854,0.043118679,0.050706818,0.167691674,13.0,
1987,XII De Magallanes y de la Antártica Chilena,4405685.649,,,,0.005350166,0.031901523,0.342166975,0.075172985,0.014833078,0.074171114,0.035700813,0.066829792,0.043051792,0.04109762,0.048462735,0.154599659,13.0,
1988,XII De Magallanes y de la Antártica Chilena,4300391.575,,,,0.005535455,0.038529729,0.341717538,0.076346553,0.014510132,0.054367377,0.036651092,0.06244187,0.045383212,0.042104375,0.05255758,0.153308263,13.0,
1989,XII De Magallanes y de la Antártica Chilena,4715105.903,,,,0.004943556,0.032315142,0.308174137,0.192746328,0.013160501,0.04006088,0.033275924,0.051669559,0.043127552,0.038514935,0.048980438,0.133909851,13.0,
1990,XII De Magallanes y de la Antártica Chilena,4715864.392,,,,0.00506575,0.042056821,0.278931736,0.209074729,0.014028627,0.03401962,0.03574033,0.059989843,0.043637589,0.039353506,0.049104063,0.134593624,13.0,
1991,XII De Magallanes y de la Antártica Chilena,4884754.98,,,,0.004951525,0.042212748,0.261925099,0.216307988,0.013904124,0.039195284,0.038959666,0.070612688,0.044516932,0.03856268,0.048997406,0.12822458,13.0,
1992,XII De Magallanes y de la Antártica Chilena,4875986.704,,,,0.005008804,0.040277693,0.23677103,0.223124263,0.015018366,0.037973669,0.044015187,0.091977799,0.046227906,0.039142485,0.051046649,0.128965194,13.0,
1993,XII De Magallanes y de la Antártica Chilena,4894097.105,,,,0.005056502,0.047576825,0.221227409,0.231688387,0.015512704,0.037594153,0.044881741,0.094551011,0.047381252,0.039995495,0.053165752,0.124248664,13.0,
1994,XII De Magallanes y de la Antártica Chilena,4691652.608,,,,0.005331934,0.034778709,0.204306391,0.243031065,0.017316351,0.045999466,0.048889116,0.094452735,0.05143493,0.04274483,0.057325196,0.127846887,13.0,
1995,XII De Magallanes y de la Antártica Chilena,4818615.583,,,,0.004919053,0.04942654,0.171597649,0.267163144,0.017478394,0.036660968,0.055083348,0.094499016,0.053199512,0.042557765,0.055863776,0.126501257,13.0,
1996,XII De Magallanes y de la Antártica Chilena,4881217.199,,,,0.004448928,0.046739175,0.153239069,0.284322442,0.017884179,0.046906005,0.058560163,0.095007458,0.055257706,0.042552893,0.055220616,0.125087604,13.0,
1997,XII De Magallanes y de la Antártica Chilena,5079789.955,,,,0.004315668,0.054598461,0.143377685,0.314257961,0.017564165,0.037583414,0.057400455,0.092825332,0.054723326,0.041712454,0.055552436,0.121690353,13.0,
1998,XII De Magallanes y de la Antártica Chilena,5283369.03,,,,0.003955791,0.064314368,0.121725257,0.316937269,0.017127281,0.043681026,0.055931287,0.097615836,0.053045897,0.04076298,0.054281411,0.117746826,13.0,
1999,XII De Magallanes y de la Antártica Chilena,5335388.098,,,,0.004030699,0.060249021,0.120551826,0.315282966,0.016874077,0.057167992,0.056835273,0.089984985,0.051215429,0.040849976,0.053898974,0.117886893,13.0,
2000,XII De Magallanes y de la Antártica Chilena,5065015.88,,,,0.004144884,0.047853723,0.104901484,0.360276252,0.01828861,0.043677292,0.057746124,0.101792521,0.054330689,0.043283551,0.056812104,0.124780166,13.0,
2001,XII De Magallanes y de la Antártica Chilena,5286830.931,,,,0.003949682,0.044310714,0.109907036,0.384337145,0.017836292,0.046508013,0.056666393,0.101224081,0.053001633,0.041930748,0.054659106,0.121910529,13.0,
2002,XII De Magallanes y de la Antártica Chilena,5459771.024,,,,0.003607803,0.048402696,0.106429735,0.394329939,0.017222229,0.039907528,0.058439354,0.106380126,0.051629293,0.041108229,0.053459037,0.119423285,13.0,
2003,XII De Magallanes y de la Antártica Chilena,5570778.378,,,,0.003565849,0.041651022,0.104213891,0.346362532,0.017529099,0.075808777,0.05584257,0.103173224,0.050522188,0.040767961,0.053902618,0.119603712,13.0,
2004,XII De Magallanes y de la Antártica Chilena,5501421.807,,,,0.003981902,0.049351026,0.102321431,0.325808455,0.01829453,0.060864043,0.061187975,0.115033112,0.053905948,0.041990647,0.057015456,0.12460488,13.0,
2005,XII De Magallanes y de la Antártica Chilena,5714199.613,,5643.0,,0.003742154,0.043748976,0.104090225,0.355672926,0.017555021,0.040828189,0.062335194,0.118494431,0.052826645,0.041417283,0.054264036,0.120021589,13.0,
2006,XII De Magallanes y de la Antártica Chilena,5972352.208,,5738.0,,0.004188087,0.044733878,0.092971078,0.372311099,0.017190604,0.034172514,0.062676376,0.123953437,0.050833117,0.040496743,0.054541531,0.116794743,13.0,
2007,XII De Magallanes y de la Antártica Chilena,5396352.336,,5914.0,,0.004468964,0.052146566,0.094957517,0.289830068,0.020166391,0.053504838,0.07338801,0.126967194,0.061967194,0.045994808,0.062092282,0.133147274,13.0,
2008,XII De Magallanes y de la Antártica Chilena,5113698.96,157574.0,6582.0,0.041770851,0.004740713,0.057424676,0.095700347,0.234345099,0.021109823,0.054502064,0.08435118,0.137231225,0.067097219,0.049628561,0.071054846,0.143104993,13.0,
2009,XII De Magallanes y de la Antártica Chilena,4983834.142,158111.0,6633.0,0.04195154,0.004511427,0.05306225,0.100998859,0.219535812,0.02161551,0.066310998,0.083762797,0.127576304,0.067434096,0.05210032,0.074431567,0.149054758,13.0,
2010,XII De Magallanes y de la Antártica Chilena,4922774.374,158657.0,7301.0,0.046017509,,,,,,,,,,,,,13.0,
2011,XII De Magallanes y de la Antártica Chilena,5294437.864,159154.0,7114.0,0.044698845,,,,,,,,,,,,,13.0,
2012,XII De Magallanes y de la Antártica Chilena,5757294.301,159666.0,6306.0,0.039494946,,,,,,,,,,,,,13.0,
2013,XII De Magallanes y de la Antártica Chilena,6068759.93,160164.0,6185.0,0.038616668,,,,,,,,,,,,,13.0,
2014,XII De Magallanes y de la Antártica Chilena,6425301.837,160673.0,7137.0,0.044419411,,,,,,,,,,,,,13.0,
2015,XII De Magallanes y de la Antártica Chilena,7032284.199,,7841.0,,,,,,,,,,,,,,13.0,
2016,XII De Magallanes y de la Antártica Chilena,7333951.717945081,,,,,,,,,,,,,,,,,4.289751528926811
